VAR1	VAR2	VAR3	VAR4	VAR5	VAR6
SLG			DLG		--
	1.200000000000000e+2	-4.403369999999999e-2		1.200000000000000e+2	3.519890000000000e-2
	1.210000000000000e+2	-2.542560000000000e-2		1.210000000000000e+2	4.930020000000000e-2
	1.220000000000000e+2	-6.508850000000000e-3		1.220000000000000e+2	3.840240000000000e-2
	1.230000000000000e+2	1.363950000000000e-2		1.230000000000000e+2	1.305700000000000e-2
	1.240000000000000e+2	3.502890000000000e-2		1.240000000000000e+2	-9.758320000000002e-3
	1.250000000000000e+2	5.601690000000000e-2		1.250000000000000e+2	-1.477170000000000e-2
	1.260000000000000e+2	7.406700000000000e-2		1.260000000000000e+2	5.131760000000000e-3
	1.270000000000000e+2	8.753140000000000e-2		1.270000000000000e+2	4.623720000000000e-2
	1.280000000000000e+2	9.627400000000000e-2		1.280000000000000e+2	9.523100000000000e-2
	1.290000000000000e+2	1.007980000000000e-1		1.290000000000000e+2	1.339610000000000e-1
	1.300000000000000e+2	1.012310000000000e-1		1.300000000000000e+2	1.474180000000000e-1
	1.310000000000000e+2	9.774160000000000e-2		1.310000000000000e+2	1.314620000000000e-1
	1.320000000000000e+2	9.164300000000000e-2		1.320000000000000e+2	9.494620000000000e-2
	1.330000000000000e+2	8.540729999999998e-2		1.330000000000000e+2	5.502539999999999e-2
	1.340000000000000e+2	8.159820000000000e-2		1.340000000000000e+2	2.918610000000000e-2
	1.350000000000000e+2	8.166939999999998e-2		1.350000000000000e+2	2.824200000000000e-2
	1.360000000000000e+2	8.550580000000000e-2		1.360000000000000e+2	5.252120000000000e-2
	1.370000000000000e+2	9.196920000000000e-2		1.370000000000000e+2	9.195960000000000e-2
	1.380000000000000e+2	9.928460000000000e-2		1.380000000000000e+2	1.297800000000000e-1
	1.390000000000000e+2	1.052250000000000e-1		1.390000000000000e+2	1.492280000000000e-1
	1.400000000000000e+2	1.077070000000000e-1		1.400000000000000e+2	1.414770000000000e-1
	1.410000000000000e+2	1.049960000000000e-1		1.410000000000000e+2	1.100830000000000e-1
	1.420000000000000e+2	9.601749999999998e-2		1.420000000000000e+2	6.896210000000000e-2
	1.430000000000000e+2	8.103820000000000e-2		1.430000000000000e+2	3.534190000000000e-2
	1.440000000000000e+2	6.183280000000000e-2		1.440000000000000e+2	2.191300000000000e-2
	1.450000000000000e+2	4.091040000000000e-2		1.450000000000000e+2	3.190760000000000e-2
	1.460000000000000e+2	1.992910000000000e-2		1.460000000000000e+2	5.791000000000000e-2
	1.470000000000000e+2	-4.557350000000000e-4		1.470000000000000e+2	8.457670000000000e-2
	1.480000000000000e+2	-1.998980000000000e-2		1.480000000000000e+2	9.547620000000002e-2
	1.490000000000000e+2	-3.853500000000000e-2		1.490000000000000e+2	8.075380000000000e-2
	1.500000000000000e+2	-5.578900000000000e-2		1.500000000000000e+2	4.193990000000000e-2
	1.510000000000000e+2	-7.139690000000000e-2		1.510000000000000e+2	-8.727799999999998e-3
	1.520000000000000e+2	-8.507710000000000e-2		1.520000000000000e+2	-5.434790000000001e-2
	1.530000000000000e+2	-9.649470000000000e-2		1.530000000000000e+2	-8.054290000000000e-2
	1.540000000000000e+2	-1.048510000000000e-1		1.540000000000000e+2	-8.091590000000000e-2
	1.550000000000000e+2	-1.089030000000000e-1		1.550000000000000e+2	-5.950420000000000e-2
	1.560000000000000e+2	-1.075710000000000e-1		1.560000000000000e+2	-2.918980000000000e-2
	1.570000000000000e+2	-1.009360000000000e-1		1.570000000000000e+2	-6.478380000000000e-3
	1.580000000000000e+2	-9.072530000000002e-2		1.580000000000000e+2	-4.474069999999999e-3
	1.590000000000000e+2	-7.897430000000000e-2		1.590000000000000e+2	-2.626930000000000e-2
	1.600000000000000e+2	-6.635780000000001e-2		1.600000000000000e+2	-6.281570000000000e-2
	1.610000000000000e+2	-5.195950000000001e-2		1.610000000000000e+2	-9.774030000000000e-2
	1.620000000000000e+2	-3.448990000000000e-2		1.620000000000000e+2	-1.153450000000000e-1
	1.630000000000000e+2	-1.400460000000000e-2		1.630000000000000e+2	-1.069260000000000e-1
	1.640000000000000e+2	7.166449999999999e-3		1.640000000000000e+2	-7.385110000000000e-2
	1.650000000000000e+2	2.533840000000000e-2		1.650000000000000e+2	-2.721870000000000e-2
	1.660000000000000e+2	3.769650000000000e-2		1.660000000000000e+2	1.621670000000000e-2
	1.670000000000000e+2	4.333040000000000e-2		1.670000000000000e+2	4.106720000000000e-2
	1.680000000000000e+2	4.266060000000000e-2		1.680000000000000e+2	4.023210000000000e-2
	1.690000000000000e+2	3.632530000000001e-2		1.690000000000000e+2	1.823970000000000e-2
	1.700000000000000e+2	2.510070000000000e-2		1.700000000000000e+2	-1.110850000000000e-2
	1.710000000000000e+2	1.062480000000000e-2		1.710000000000000e+2	-3.140130000000000e-2
	1.720000000000000e+2	-4.269270000000000e-3		1.720000000000000e+2	-3.062760000000000e-2
	1.730000000000000e+2	-1.635250000000000e-2		1.730000000000000e+2	-5.740240000000000e-3
	1.740000000000000e+2	-2.355500000000000e-2		1.740000000000000e+2	3.633600000000000e-2
	1.750000000000000e+2	-2.583320000000000e-2		1.750000000000000e+2	8.139710000000000e-2
	1.760000000000000e+2	-2.500760000000000e-2		1.760000000000000e+2	1.136240000000000e-1
	1.770000000000000e+2	-2.295530000000000e-2		1.770000000000000e+2	1.224130000000000e-1
	1.780000000000000e+2	-1.951460000000000e-2		1.780000000000000e+2	1.074890000000000e-1
	1.790000000000000e+2	-1.265640000000000e-2		1.790000000000000e+2	7.918000000000000e-2
	1.800000000000000e+2	-1.019790000000000e-3		1.800000000000000e+2	5.299080000000000e-2
	1.810000000000000e+2	1.436850000000000e-2		1.810000000000000e+2	4.200250000000001e-2
	1.820000000000000e+2	3.085540000000000e-2		1.820000000000000e+2	5.168250000000000e-2
	1.830000000000000e+2	4.603830000000001e-2		1.830000000000000e+2	7.842560000000000e-2
	1.840000000000000e+2	5.886730000000000e-2		1.840000000000000e+2	1.113690000000000e-1
	1.850000000000000e+2	6.895970000000000e-2		1.850000000000000e+2	1.366030000000000e-1
	1.860000000000000e+2	7.567790000000000e-2		1.860000000000000e+2	1.426700000000000e-1
	1.870000000000000e+2	7.806420000000000e-2		1.870000000000000e+2	1.259250000000000e-1
	1.880000000000000e+2	7.498150000000000e-2		1.880000000000000e+2	9.277970000000000e-2
	1.890000000000000e+2	6.594269999999999e-2		1.890000000000000e+2	5.643559999999999e-2
	1.900000000000000e+2	5.197970000000000e-2		1.900000000000000e+2	3.007470000000000e-2
	1.910000000000000e+2	3.517460000000000e-2		1.910000000000000e+2	2.081450000000000e-2
	1.920000000000000e+2	1.721860000000000e-2		1.920000000000000e+2	2.699210000000000e-2
	1.930000000000000e+2	-1.449120000000000e-3		1.930000000000000e+2	3.921320000000000e-2
	1.940000000000000e+2	-2.100000000000000e-2		1.940000000000000e+2	4.459250000000000e-2
	1.950000000000000e+2	-4.121870000000000e-2		1.950000000000000e+2	3.254090000000000e-2
	1.960000000000000e+2	-6.121340000000000e-2		1.960000000000000e+2	1.214030000000000e-4
	1.970000000000000e+2	-7.987860000000000e-2		1.970000000000000e+2	-4.547490000000000e-2
	1.980000000000000e+2	-9.654800000000000e-2		1.980000000000000e+2	-8.991170000000000e-2
	1.990000000000000e+2	-1.104390000000000e-1		1.990000000000000e+2	-1.184740000000000e-1
	2.000000000000000e+2	-1.199900000000000e-1		2.000000000000000e+2	-1.224490000000000e-1
	2.010000000000000e+2	-1.235590000000000e-1		2.010000000000000e+2	-1.026650000000000e-1
	2.020000000000000e+2	-1.202870000000000e-1		2.020000000000000e+2	-6.914819999999999e-2
	2.030000000000000e+2	-1.108630000000000e-1		2.030000000000000e+2	-3.695669999999999e-2
	2.040000000000000e+2	-9.767500000000000e-2		2.040000000000000e+2	-1.985160000000000e-2
	2.050000000000000e+2	-8.393980000000000e-2		2.050000000000000e+2	-2.447110000000000e-2
	2.060000000000000e+2	-7.230249999999998e-2		2.060000000000000e+2	-4.742780000000000e-2
	2.070000000000000e+2	-6.403889999999999e-2		2.070000000000000e+2	-7.689820000000000e-2
	2.080000000000000e+2	-5.953630000000000e-2		2.080000000000000e+2	-9.840460000000002e-2
	2.090000000000000e+2	-5.868769999999999e-2		2.090000000000000e+2	-1.015600000000000e-1
	2.100000000000000e+2	-6.042930000000000e-2		2.100000000000000e+2	-8.426410000000000e-2
	2.110000000000000e+2	-6.277820000000001e-2		2.110000000000000e+2	-5.336960000000000e-2
	2.120000000000000e+2	-6.344330000000001e-2		2.120000000000000e+2	-2.193270000000000e-2
	2.130000000000000e+2	-6.065420000000000e-2		2.130000000000000e+2	-3.747820000000000e-3
	2.140000000000000e+2	-5.466240000000000e-2		2.140000000000000e+2	-6.883970000000000e-3
	2.150000000000000e+2	-4.780250000000001e-2		2.150000000000000e+2	-2.962550000000000e-2
	2.160000000000000e+2	-4.238050000000000e-2		2.160000000000000e+2	-6.064679999999999e-2
	2.170000000000000e+2	-3.870950000000000e-2		2.170000000000000e+2	-8.389720000000000e-2
	2.180000000000000e+2	-3.494330000000000e-2		2.180000000000000e+2	-8.616040000000000e-2
	2.190000000000000e+2	-2.877300000000000e-2		2.190000000000000e+2	-6.263600000000000e-2
	2.200000000000000e+2	-1.967960000000000e-2		2.200000000000000e+2	-1.866800000000000e-2
	2.210000000000000e+2	-8.979100000000000e-3		2.210000000000000e+2	3.240740000000000e-2
	2.220000000000000e+2	2.179640000000000e-3		2.220000000000000e+2	7.461470000000000e-2
	2.230000000000000e+2	1.360350000000000e-2		2.230000000000000e+2	9.618190000000000e-2
	2.240000000000000e+2	2.541780000000000e-2		2.240000000000000e+2	9.469430000000002e-2
	2.250000000000000e+2	3.712710000000000e-2		2.250000000000000e+2	7.785820000000000e-2
	2.260000000000000e+2	4.700750000000000e-2		2.260000000000000e+2	5.959660000000000e-2
	2.270000000000000e+2	5.235030000000000e-2		2.270000000000000e+2	5.310230000000000e-2
	2.280000000000000e+2	5.116060000000000e-2		2.280000000000000e+2	6.476710000000001e-2
	2.290000000000000e+2	4.365570000000001e-2		2.290000000000000e+2	9.146170000000000e-2
	2.300000000000000e+2	3.188670000000000e-2		2.300000000000000e+2	1.213630000000000e-1
	2.310000000000000e+2	1.809960000000000e-2		2.310000000000000e+2	1.385950000000000e-1
	2.320000000000000e+2	3.242160000000000e-3		2.320000000000000e+2	1.306080000000000e-1
	2.330000000000000e+2	-1.235750000000000e-2		2.330000000000000e+2	9.463670000000000e-2
	2.340000000000000e+2	-2.759540000000000e-2		2.340000000000000e+2	3.928470000000000e-2
	2.350000000000000e+2	-4.054709999999999e-2		2.350000000000000e+2	-1.925640000000000e-2
	2.360000000000000e+2	-4.942810000000000e-2		2.360000000000000e+2	-6.397910000000000e-2
	2.370000000000000e+2	-5.389670000000000e-2		2.370000000000000e+2	-8.376850000000000e-2
	2.380000000000000e+2	-5.557650000000000e-2		2.380000000000000e+2	-7.745510000000000e-2
	2.390000000000000e+2	-5.671420000000000e-2		2.390000000000000e+2	-5.392830000000000e-2
	2.400000000000000e+2	-5.834400000000000e-2		2.400000000000000e+2	-2.844710000000000e-2
	2.410000000000000e+2	-5.950890000000000e-2		2.410000000000000e+2	-1.624130000000000e-2
	2.420000000000000e+2	-5.813720000000000e-2		2.420000000000000e+2	-2.556260000000000e-2
	2.430000000000000e+2	-5.345310000000000e-2		2.430000000000000e+2	-5.350700000000000e-2
	2.440000000000000e+2	-4.707940000000000e-2		2.440000000000000e+2	-8.771060000000000e-2
	2.450000000000000e+2	-4.172400000000001e-2		2.450000000000000e+2	-1.127050000000000e-1
	2.460000000000000e+2	-3.956330000000000e-2		2.460000000000000e+2	-1.169530000000000e-1
	2.470000000000000e+2	-4.163060000000000e-2		2.470000000000000e+2	-9.777659999999998e-2
	2.480000000000000e+2	-4.811980000000000e-2		2.480000000000000e+2	-6.264860000000000e-2
	2.490000000000000e+2	-5.899300000000000e-2		2.490000000000000e+2	-2.660690000000000e-2
	2.500000000000000e+2	-7.379160000000000e-2		2.500000000000000e+2	-6.155740000000000e-3
	2.510000000000000e+2	-9.114630000000000e-2		2.510000000000000e+2	-1.141940000000000e-2
	2.520000000000000e+2	-1.088090000000000e-1		2.520000000000000e+2	-4.096429999999999e-2
	2.530000000000000e+2	-1.241360000000000e-1		2.530000000000000e+2	-8.280480000000000e-2
	2.540000000000000e+2	-1.350490000000000e-1		2.540000000000000e+2	-1.202860000000000e-1
	2.550000000000000e+2	-1.409670000000000e-1		2.550000000000000e+2	-1.390660000000000e-1
	2.560000000000000e+2	-1.427420000000000e-1		2.560000000000000e+2	-1.324090000000000e-1
	2.570000000000000e+2	-1.416080000000000e-1		2.570000000000000e+2	-1.034890000000000e-1
	2.580000000000000e+2	-1.382990000000000e-1		2.580000000000000e+2	-6.418950000000000e-2
	2.590000000000000e+2	-1.330190000000000e-1		2.590000000000000e+2	-3.027840000000000e-2
	2.600000000000000e+2	-1.258250000000000e-1		2.600000000000000e+2	-1.426320000000000e-2
	2.610000000000000e+2	-1.167470000000000e-1		2.610000000000000e+2	-1.982890000000000e-2
	2.620000000000000e+2	-1.052560000000000e-1		2.620000000000000e+2	-3.989990000000000e-2
	2.630000000000000e+2	-9.011020000000000e-2		2.630000000000000e+2	-5.968019999999999e-2
	2.640000000000000e+2	-7.025460000000000e-2		2.640000000000000e+2	-6.408510000000001e-2
	2.650000000000000e+2	-4.569810000000001e-2		2.650000000000000e+2	-4.469110000000001e-2
	2.660000000000000e+2	-1.828690000000000e-2		2.660000000000000e+2	-3.206500000000000e-3
	2.670000000000000e+2	8.280990000000000e-3		2.670000000000000e+2	4.903690000000000e-2
	2.680000000000000e+2	2.990550000000000e-2		2.680000000000000e+2	9.513520000000000e-2
	2.690000000000000e+2	4.366400000000000e-2		2.690000000000000e+2	1.193520000000000e-1
	2.700000000000000e+2	4.843439999999999e-2		2.700000000000000e+2	1.142470000000000e-1
	2.710000000000000e+2	4.457930000000000e-2		2.710000000000000e+2	8.413010000000000e-2
	2.720000000000000e+2	3.349570000000000e-2		2.720000000000000e+2	4.264300000000000e-2
	2.730000000000000e+2	1.773780000000000e-2		2.730000000000000e+2	6.411160000000000e-3
	2.740000000000000e+2	8.504270000000000e-4		2.740000000000000e+2	-1.175900000000000e-2
	2.750000000000000e+2	-1.337850000000000e-2		2.750000000000000e+2	-7.545650000000000e-3
	2.760000000000000e+2	-2.228850000000000e-2		2.760000000000000e+2	1.368900000000000e-2
	2.770000000000000e+2	-2.598630000000000e-2		2.770000000000000e+2	3.927709999999999e-2
	2.780000000000000e+2	-2.738190000000000e-2		2.780000000000000e+2	5.438760000000000e-2
	2.790000000000000e+2	-3.003600000000000e-2		2.790000000000000e+2	4.859700000000000e-2
	2.800000000000000e+2	-3.526180000000000e-2		2.800000000000000e+2	2.133150000000000e-2
	2.810000000000000e+2	-4.135200000000000e-2		2.810000000000000e+2	-1.757160000000000e-2
	2.820000000000000e+2	-4.575010000000000e-2		2.820000000000000e+2	-5.283420000000001e-2
	2.830000000000000e+2	-4.738550000000001e-2		2.830000000000000e+2	-7.075850000000000e-2
	2.840000000000000e+2	-4.657840000000000e-2		2.840000000000000e+2	-6.494410000000001e-2
	2.850000000000000e+2	-4.355770000000000e-2		2.850000000000000e+2	-3.860019999999999e-2
	2.860000000000000e+2	-3.824350000000000e-2		2.860000000000000e+2	-2.944210000000000e-3
	2.870000000000000e+2	-3.083180000000000e-2		2.870000000000000e+2	2.706100000000000e-2
	2.880000000000000e+2	-2.252500000000000e-2		2.880000000000000e+2	3.870040000000000e-2
	2.890000000000000e+2	-1.602040000000000e-2		2.890000000000000e+2	2.728460000000000e-2
	2.900000000000000e+2	-1.486800000000000e-2		2.900000000000000e+2	-1.916470000000000e-3
	2.910000000000000e+2	-2.154740000000000e-2		2.910000000000000e+2	-3.682700000000000e-2
	2.920000000000000e+2	-3.613740000000000e-2		2.920000000000000e+2	-6.457860000000000e-2
	2.930000000000000e+2	-5.727000000000000e-2		2.930000000000000e+2	-7.714740000000000e-2
	2.940000000000000e+2	-8.349080000000000e-2		2.940000000000000e+2	-7.427970000000000e-2
	2.950000000000000e+2	-1.136500000000000e-1		2.950000000000000e+2	-6.298950000000000e-2
	2.960000000000000e+2	-1.462750000000000e-1		2.960000000000000e+2	-5.432079999999999e-2
	2.970000000000000e+2	-1.787900000000000e-1		2.970000000000000e+2	-5.849840000000000e-2
	2.980000000000000e+2	-2.077930000000000e-1		2.980000000000000e+2	-8.001600000000000e-2
	2.990000000000000e+2	-2.301020000000000e-1		2.990000000000000e+2	-1.148390000000000e-1
	3.000000000000000e+2	-2.443660000000000e-1		3.000000000000000e+2	-1.515530000000000e-1
	3.010000000000000e+2	-2.512150000000000e-1		3.010000000000000e+2	-1.765800000000000e-1
