VAR1	VAR2	VAR3	VAR4	VAR5	VAR6
	3.125400000000000e+3	6.090670000000000e-3		3.125400000000000e+3	4.882380000000001e-3
	3.145560000000000e+3	2.752520000000000e+0		3.145560000000000e+3	5.988850000000000e-2
	3.165730000000000e+3	2.893390000000000e-1		3.165730000000000e+3	2.506790000000000e+0
	3.185890000000000e+3	2.660620000000000e+0		3.185890000000000e+3	2.173140000000000e-6
	3.206050000000000e+3	5.362930000000000e-2		3.206050000000000e+3	2.342250000000000e-4
	3.226220000000000e+3	5.406570000000001e-1		3.226220000000000e+3	1.298120000000000e-3
	3.246380000000000e+3	2.074640000000000e+0		3.246380000000000e+3	1.473820000000000e-1
	3.266550000000000e+3	5.831460000000001e-1		3.266550000000000e+3	5.425569999999999e-1
	3.286710000000000e+3	3.977739999999999e-3		3.286710000000000e+3	2.234660000000000e-3
	3.306870000000000e+3	3.572310000000000e-1		3.306870000000000e+3	2.857330000000000e-1
	3.327040000000000e+3	9.965520000000000e-2		3.327040000000000e+3	2.925330000000000e-2
	3.347200000000000e+3	8.867060000000000e-3		3.347200000000000e+3	4.998090000000000e-1
	3.367360000000000e+3	1.233710000000000e-1		3.367360000000000e+3	6.641160000000000e-1
	3.387530000000000e+3	1.475870000000000e-2		3.387530000000000e+3	1.667260000000000e-2
	3.407690000000000e+3	3.168460000000000e-1		3.407690000000000e+3	2.539080000000000e-2
	3.427860000000000e+3	5.594050000000000e-2		3.427860000000000e+3	3.343450000000000e-1
	3.448020000000000e+3	1.818090000000000e-2		3.448020000000000e+3	2.743510000000000e-1
	3.468180000000000e+3	1.253630000000000e-2		3.468180000000000e+3	2.553750000000000e-1
	3.488350000000000e+3	1.512060000000000e-1		3.488350000000000e+3	3.509310000000000e-1
	3.508510000000000e+3	2.001860000000000e-1		3.508510000000000e+3	5.479560000000000e-3
	3.528680000000000e+3	4.895450000000000e-1		3.528680000000000e+3	5.787040000000000e-2
	3.548840000000000e+3	2.256650000000000e+0		3.548840000000000e+3	1.748240000000000e-1
	3.569000000000000e+3	1.744650000000000e-1		3.569000000000000e+3	2.811350000000000e-2
	3.589170000000000e+3	3.055920000000000e-1		3.589170000000000e+3	9.309340000000000e-3
	3.609330000000000e+3	6.426900000000000e+0		3.609330000000000e+3	3.609660000000000e-4
	3.629500000000000e+3	1.394490000000000e-1		3.629500000000000e+3	3.183190000000000e-1
	3.649660000000000e+3	2.457340000000000e-1		3.649660000000000e+3	1.239350000000000e-1
	3.669820000000000e+3	3.384710000000000e-1		3.669820000000000e+3	2.275410000000000e-1
	3.689990000000000e+3	1.131530000000000e-1		3.689990000000000e+3	7.406480000000000e-2
	3.710150000000000e+3	4.888830000000000e-1		3.710150000000000e+3	9.600420000000000e-2
	3.730310000000000e+3	2.239340000000000e-1		3.730310000000000e+3	4.004950000000000e-1
	3.750480000000000e+3	2.234730000000000e-1		3.750480000000000e+3	7.979710000000000e-2
	3.770640000000000e+3	1.147080000000000e-2		3.770640000000000e+3	1.943530000000000e-3
	3.790810000000000e+3	1.106220000000000e-4		3.790810000000000e+3	6.709070000000000e-2
	3.810970000000000e+3	4.946580000000000e-1		3.810970000000000e+3	1.763290000000000e-1
	3.831130000000000e+3	1.098590000000000e-2		3.831130000000000e+3	2.754230000000000e-1
	3.851300000000000e+3	3.554760000000000e+0		3.851300000000000e+3	1.124910000000000e-3
	3.871460000000000e+3	3.078620000000000e-2		3.871460000000000e+3	5.638179999999999e-3
	3.891630000000000e+3	2.227440000000000e-1		3.891630000000000e+3	5.124240000000000e-2
	3.911790000000000e+3	3.472530000000000e+0		3.911790000000000e+3	1.990220000000000e-4
	3.931950000000000e+3	1.302570000000000e+0		3.931950000000000e+3	2.335340000000000e+0
	3.952120000000000e+3	1.467470000000000e+1		3.952120000000000e+3	6.092980000000000e-2
	3.972280000000000e+3	2.670340000000000e+0		3.972280000000000e+3	5.728420000000000e-1
	3.992440000000000e+3	1.313450000000000e+0		3.992440000000000e+3	1.141750000000000e+0
	4.012610000000000e+3	3.192420000000000e+2		4.012610000000000e+3	1.848450000000000e-2
	4.032770000000000e+3	6.429640000000001e+1		4.032770000000000e+3	3.030090000000000e-1
	4.052940000000000e+3	1.218180000000000e+1		4.052940000000000e+3	3.473390000000000e-1
	4.073100000000000e+3	7.215450000000000e+0		4.073100000000000e+3	1.895100000000000e-1
	4.093260000000000e+3	5.537310000000000e-2		4.093260000000000e+3	6.596290000000000e-1
	4.113430000000000e+3	5.358870000000000e-2		4.113430000000000e+3	2.144720000000000e-2
	4.133590000000000e+3	3.330910000000000e+0		4.133590000000000e+3	1.915810000000000e-1
	4.153760000000000e+3	1.778440000000000e+0		4.153760000000000e+3	3.674190000000000e-1
	4.173920000000000e+3	1.586450000000000e+0		4.173920000000000e+3	3.187200000000000e-1
	4.194080000000000e+3	2.467310000000000e-2		4.194080000000000e+3	3.259250000000000e-1
	4.214250000000000e+3	2.848690000000000e-1		4.214250000000000e+3	2.672170000000000e-2
	4.234410000000000e+3	3.700640000000000e-1		4.234410000000000e+3	2.011730000000000e-1
	4.254570000000000e+3	1.312170000000000e-1		4.254570000000000e+3	9.990380000000000e-1
	4.274740000000000e+3	9.033160000000000e-1		4.274740000000000e+3	4.046440000000000e-1
	4.294900000000000e+3	2.590630000000000e-1		4.294900000000000e+3	1.558540000000000e-1
	4.315070000000000e+3	9.199930000000000e-1		4.315070000000000e+3	3.031510000000000e-2
	4.335229999999999e+3	3.891520000000000e-1		4.335229999999999e+3	1.575850000000000e-1
	4.355390000000000e+3	6.830810000000001e-1		4.355390000000000e+3	6.923760000000000e-1
	4.375560000000001e+3	6.924360000000001e-1		4.375560000000001e+3	6.500740000000001e-2
	4.395720000000000e+3	6.759120000000001e-3		4.395720000000000e+3	7.542610000000000e-2
	4.415890000000000e+3	2.592860000000000e-1		4.415890000000000e+3	7.032360000000000e-2
	4.436050000000000e+3	9.202410000000000e-1		4.436050000000000e+3	2.276880000000000e-1
	4.456210000000000e+3	8.512520000000000e-2		4.456210000000000e+3	8.068510000000000e-1
	4.476380000000000e+3	7.733190000000000e-1		4.476380000000000e+3	5.388920000000000e-1
	4.496540000000000e+3	5.932010000000000e-3		4.496540000000000e+3	7.218050000000000e-2
	4.516710000000000e+3	1.657860000000000e-1		4.516710000000000e+3	3.707270000000000e+0
	4.536870000000000e+3	2.067640000000000e+0		4.536870000000000e+3	3.728870000000000e-1
	4.557030000000000e+3	1.940510000000000e-1		4.557030000000000e+3	7.428380000000000e-1
	4.577200000000000e+3	7.268670000000000e-1		4.577200000000000e+3	1.265620000000000e-1
	4.597360000000000e+3	1.583460000000000e-1		4.597360000000000e+3	1.418170000000000e-1
	4.617520000000001e+3	2.433490000000000e-1		4.617520000000001e+3	2.803020000000000e-1
	4.637689999999999e+3	3.228730000000000e-1		4.637689999999999e+3	4.491760000000000e-2
	4.657850000000000e+3	1.113800000000000e+0		4.657850000000000e+3	2.090850000000000e-1
	4.678020000000001e+3	4.277530000000000e+0		4.678020000000001e+3	1.007990000000000e-1
	4.698180000000000e+3	3.224650000000000e+0		4.698180000000000e+3	2.362630000000000e-1
	4.718340000000000e+3	2.044830000000000e-3		4.718340000000000e+3	2.342450000000000e-1
	4.738510000000000e+3	8.194910000000000e-2		4.738510000000000e+3	1.159080000000000e-1
	4.758670000000000e+3	6.620050000000000e-3		4.758670000000000e+3	2.762280000000000e-2
	4.778840000000000e+3	2.555260000000000e-1		4.778840000000000e+3	2.181890000000000e-1
	4.799000000000000e+3	4.960000000000000e-1		4.799000000000000e+3	2.494810000000000e-1
	4.819160000000000e+3	8.507760000000000e-1		4.819160000000000e+3	5.074120000000000e-1
	4.839330000000000e+3	1.163480000000000e-2		4.839330000000000e+3	1.109890000000000e-2
	4.859490000000000e+3	4.394980000000000e+0		4.859490000000000e+3	1.720430000000000e-2
	4.879650000000000e+3	4.992500000000000e+1		4.879650000000000e+3	1.032540000000000e+0
	4.899820000000000e+3	4.725240000000000e+1		4.899820000000000e+3	6.777550000000000e-3
	4.919979999999999e+3	1.627520000000000e-1		4.919979999999999e+3	8.728420000000000e-1
	4.940150000000000e+3	3.239760000000000e+0		4.940150000000000e+3	7.503500000000000e-2
	4.960310000000001e+3	2.040790000000000e-2		4.960310000000001e+3	3.086760000000000e-1
	4.980470000000000e+3	6.399890000000000e-1		4.980470000000000e+3	3.243420000000000e-1
	5.000640000000000e+3	8.612460000000000e-1		5.000640000000000e+3	4.512350000000000e-1
	5.020800000000000e+3	6.312340000000000e-1		5.020800000000000e+3	4.209160000000000e-2
	5.040970000000000e+3	9.527670000000000e-1		5.040970000000000e+3	7.575410000000000e+0
	5.061130000000000e+3	5.000860000000000e-1		5.061130000000000e+3	1.186780000000000e+1
	5.081290000000000e+3	4.481810000000000e-1		5.081290000000000e+3	2.573930000000000e+0
	5.101460000000000e+3	8.828860000000000e-1		5.101460000000000e+3	1.778860000000000e+0
	5.121620000000000e+3	4.387110000000000e-1		5.121620000000000e+3	1.792060000000000e+0
	5.141780000000000e+3	2.660130000000000e-1		5.141780000000000e+3	4.990750000000000e+0
	5.161950000000000e+3	1.788690000000000e-2		5.161950000000000e+3	1.755870000000000e-1
	5.182110000000000e+3	8.852490000000000e-4		5.182110000000000e+3	1.864460000000000e+0
	5.202280000000000e+3	1.186030000000000e-1		5.202280000000000e+3	2.099050000000000e-1
	5.222439999999999e+3	1.714070000000000e-1		5.222439999999999e+3	4.773380000000000e-2
	5.242600000000000e+3	3.002090000000000e-2		5.242600000000000e+3	1.327470000000000e+0
	5.262770000000001e+3	1.981790000000000e-2		5.262770000000001e+3	4.461040000000000e-1
	5.282930000000000e+3	8.153300000000000e-7		5.282930000000000e+3	3.660420000000000e-1
	5.303100000000000e+3	7.937090000000000e-2		5.303100000000000e+3	2.389300000000000e-3
	5.323260000000000e+3	9.725970000000000e-2		5.323260000000000e+3	6.132060000000000e-1
	5.343420000000000e+3	4.046190000000000e-3		5.343420000000000e+3	1.971900000000000e+0
	5.363590000000000e+3	7.085630000000000e-2		5.363590000000000e+3	1.639900000000000e+0
	5.383750000000000e+3	4.348150000000000e-1		5.383750000000000e+3	7.276150000000000e-1
	5.403910000000000e+3	2.651340000000000e-1		5.403910000000000e+3	1.747410000000000e-1
	5.424080000000000e+3	2.185700000000000e-3		5.424080000000000e+3	7.257730000000000e+0
	5.444240000000000e+3	1.121000000000000e+0		5.444240000000000e+3	2.477040000000000e+2
	5.464410000000000e+3	3.113770000000000e-1		5.464410000000000e+3	5.974400000000001e+2
	5.484570000000000e+3	5.573840000000000e-3		5.484570000000000e+3	3.586510000000000e+1
	5.504729999999999e+3	2.387260000000000e-1		5.504729999999999e+3	7.714740000000000e-1
	5.524900000000000e+3	5.763500000000000e-2		5.524900000000000e+3	2.683620000000000e+0
	5.545060000000001e+3	2.625790000000000e-2		5.545060000000001e+3	2.033160000000000e-1
	5.565229999999999e+3	7.491070000000000e-3		5.565229999999999e+3	3.032490000000000e-1
	5.585390000000000e+3	2.219660000000000e-2		5.585390000000000e+3	8.328760000000000e-2
	5.605550000000000e+3	5.868170000000000e-2		5.605550000000000e+3	2.507240000000000e-1
	5.625720000000000e+3	4.873260000000000e-2		5.625720000000000e+3	1.050930000000000e-1
	5.645880000000000e+3	1.426120000000000e-2		5.645880000000000e+3	5.901990000000000e-2
	5.666050000000000e+3	2.230690000000000e-4		5.666050000000000e+3	3.295250000000000e-3
	5.686210000000000e+3	2.305870000000000e-2		5.686210000000000e+3	2.431330000000000e-2
	5.706370000000000e+3	5.822060000000000e-2		5.706370000000000e+3	6.651400000000000e-3
	5.726540000000000e+3	3.409250000000000e-2		5.726540000000000e+3	1.451260000000000e-2
	5.746700000000000e+3	1.069120000000000e-2		5.746700000000000e+3	2.894610000000000e-2
	5.766860000000000e+3	3.129680000000000e-3		5.766860000000000e+3	7.545030000000000e-3
	5.787030000000000e+3	1.594930000000000e-2		5.787030000000000e+3	1.599340000000000e-3
	5.807189999999999e+3	3.929060000000000e-2		5.807189999999999e+3	1.070810000000000e-2
	5.827360000000000e+3	1.790120000000000e-2		5.827360000000000e+3	1.771340000000000e-2
	5.847520000000001e+3	1.137580000000000e-2		5.847520000000001e+3	4.486920000000000e-3
	5.867680000000000e+3	4.363640000000000e-3		5.867680000000000e+3	1.674120000000000e-2
	5.887850000000000e+3	1.243770000000000e-3		5.887850000000000e+3	1.286340000000000e-1
	5.908010000000000e+3	3.020270000000000e-2		5.908010000000000e+3	9.066830000000000e-2
	5.928180000000000e+3	2.952670000000000e-2		5.928180000000000e+3	2.018640000000000e-2
	5.948340000000000e+3	2.440030000000000e-2		5.948340000000000e+3	2.672050000000000e-3
	5.968500000000000e+3	1.340660000000000e-3		5.968500000000000e+3	6.209010000000000e-3
	5.988670000000000e+3	1.722860000000000e-2		5.988670000000000e+3	2.096280000000000e-4
	6.008830000000000e+3	2.871970000000000e-2		6.008830000000000e+3	1.633880000000000e-3
	6.028990000000000e+3	2.524670000000000e-2		6.028990000000000e+3	1.421330000000000e-3
	6.049160000000000e+3	1.399480000000000e-2		6.049160000000000e+3	2.561570000000000e-2
	6.069320000000000e+3	4.006530000000000e-4		6.069320000000000e+3	8.071280000000000e-3
	6.089490000000000e+3	2.288650000000000e-2		6.089490000000000e+3	4.181000000000000e-3
	6.109650000000000e+3	4.156800000000000e-2		6.109650000000000e+3	9.449380000000000e-4
	6.129810000000001e+3	5.063410000000000e-3		6.129810000000001e+3	7.032660000000000e-2
	6.149979999999999e+3	1.567960000000000e-2		6.149979999999999e+3	1.073920000000000e-2
	6.170140000000000e+3	2.042410000000000e-4		6.170140000000000e+3	9.800660000000000e-3
	6.190310000000001e+3	1.293100000000000e-2		6.190310000000001e+3	3.340900000000000e-3
