VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	VAR16	VAR17	VAR18	VAR19	VAR20	VAR21	VAR22	VAR23	VAR24
2.099999819399894e+1	-8.556797725000000e-1	2.099999819399894e+1	-2.721763968000000e-1	2.099999819399894e+1	-2.259614091000000e-1	2.099999819399894e+1	-2.022047118000000e-1	2.099999819399894e+1	-2.332761660000002e-2	2.099999819399894e+1	-6.179820200000019e-3	2.099999819399894e+1	3.452145289999998e-2	2.099999819399894e+1	5.039083099999998e-2	2.099999819399894e+1	2.966062056000000e-1	2.099999819399894e+1	3.311884639000000e-1	2.099999819399894e+1	6.456445212999999e-1	2.099999819399894e+1	7.404774936000000e-1
2.199999810800108e+1	-8.549249671000002e-1	2.199999810800108e+1	-2.665592188000000e-1	2.199999810800108e+1	-2.218408355000000e-1	2.199999810800108e+1	-1.941850541000000e-1	2.199999810800108e+1	-1.818019480000002e-2	2.199999810800108e+1	-4.725399500000005e-3	2.199999810800108e+1	3.750450969999999e-2	2.199999810800108e+1	5.328533829999998e-2	2.199999810800108e+1	2.943650295000000e-1	2.199999810800108e+1	3.306437742000000e-1	2.199999810800108e+1	6.574601645000000e-1	2.199999810800108e+1	7.290292942000000e-1
2.299999802200081e+1	-8.531223046000000e-1	2.299999802200081e+1	-2.624196527000000e-1	2.299999802200081e+1	-2.198244657000000e-1	2.299999802200081e+1	-1.869167461000000e-1	2.299999802200081e+1	-1.349303830000001e-2	2.299999802200081e+1	-3.104630400000002e-3	2.299999802200081e+1	4.102472179999998e-2	2.299999802200081e+1	5.545722959999999e-2	2.299999802200081e+1	2.939870744000000e-1	2.299999802200081e+1	3.285385065000000e-1	2.299999802200081e+1	6.686881260999999e-1	2.299999802200081e+1	7.189242620999999e-1
2.399999793600052e+1	-8.503656595000000e-1	2.399999793600052e+1	-2.596671979000000e-1	2.399999793600052e+1	-2.200248401000000e-1	2.399999793600052e+1	-1.801588433000000e-1	2.399999793600052e+1	-9.272683000000003e-3	2.399999793600052e+1	-1.156829700000001e-3	2.399999793600052e+1	4.574956959999998e-2	2.399999793600052e+1	5.734459949999998e-2	2.399999793600052e+1	2.962245309000000e-1	2.399999793600052e+1	3.257501754000000e-1	2.399999793600052e+1	6.671097013000000e-1	2.399999793600052e+1	7.225886328000000e-1
2.499999785000024e+1	-8.476028377000000e-1	2.499999785000024e+1	-2.581645529000000e-1	2.499999785000024e+1	-2.227035285000000e-1	2.499999785000024e+1	-1.742202880000000e-1	2.499999785000024e+1	-6.174342800000010e-3	2.499999785000024e+1	1.046538099999994e-3	2.499999785000024e+1	5.086397479999999e-2	2.499999785000024e+1	5.936196249999999e-2	2.499999785000024e+1	3.005832382000000e-1	2.499999785000024e+1	3.226566324000000e-1	2.499999785000024e+1	6.511600427999999e-1	2.499999785000024e+1	7.402930098000000e-1
2.599999776399996e+1	-8.458660778000000e-1	2.599999776399996e+1	-2.576947722000000e-1	2.599999776399996e+1	-2.279014276000000e-1	2.599999776399996e+1	-1.698559400000000e-1	2.599999776399996e+1	-5.102211700000026e-3	2.599999776399996e+1	3.409405499999990e-3	2.599999776399996e+1	5.406562579999999e-2	2.599999776399996e+1	6.243784619999999e-2	2.599999776399996e+1	3.057980266000000e-1	2.599999776399996e+1	3.194008008000000e-1	2.599999776399996e+1	6.309423053000001e-1	2.599999776399996e+1	7.604083560000000e-1
2.699999767799968e+1	-8.453171433000000e-1	2.699999767799968e+1	-2.567147769000000e-1	2.699999767799968e+1	-2.377703314000000e-1	2.699999767799968e+1	-1.657476654000000e-1	2.699999767799968e+1	-5.601305700000003e-3	2.699999767799968e+1	7.382160799999982e-3	2.699999767799968e+1	5.512093849999999e-2	2.699999767799968e+1	6.968195089999998e-2	2.699999767799968e+1	3.137793536000000e-1	2.699999767799968e+1	3.163922346000000e-1	2.699999767799968e+1	6.049976246999999e-1	2.699999767799968e+1	7.833375428000000e-1
2.799999759199940e+1	-8.464867923000000e-1	2.799999759199940e+1	-2.565333406000000e-1	2.799999759199940e+1	-2.414478445000000e-1	2.799999759199940e+1	-1.658485601000000e-1	2.799999759199940e+1	-6.543536300000014e-3	2.799999759199940e+1	7.782969499999987e-3	2.799999759199940e+1	5.454990939999998e-2	2.799999759199940e+1	7.125783709999998e-2	2.799999759199940e+1	3.137284654000000e-1	2.799999759199940e+1	3.175548880000000e-1	2.799999759199940e+1	5.996385879999999e-1	2.799999759199940e+1	7.857890549000000e-1
2.899999750599912e+1	-8.493296659000000e-1	2.899999750599912e+1	-2.564743493000000e-1	2.899999750599912e+1	-2.472551115000000e-1	2.899999750599912e+1	-1.666553910000000e-1	2.899999750599912e+1	-8.377789600000019e-3	2.899999750599912e+1	8.207374800000000e-3	2.899999750599912e+1	5.365482829999998e-2	2.899999750599912e+1	7.375181049999998e-2	2.899999750599912e+1	3.135666312000000e-1	2.899999750599912e+1	3.202427598000000e-1	2.899999750599912e+1	5.926800659000000e-1	2.899999750599912e+1	7.865991783000000e-1
2.999999742000126e+1	-8.530666057000000e-1	2.999999742000126e+1	-2.583562746000000e-1	2.999999742000126e+1	-2.491469140000000e-1	2.999999742000126e+1	-1.692266544000000e-1	2.999999742000126e+1	-1.051125770000000e-2	2.999999742000126e+1	7.586488799999986e-3	2.999999742000126e+1	5.288263569999998e-2	2.999999742000126e+1	7.449370200000000e-2	2.999999742000126e+1	3.135626069000000e-1	2.999999742000126e+1	3.223744865000000e-1	2.999999742000126e+1	5.932913385000001e-1	2.999999742000126e+1	7.791457062000000e-1
3.099999733400098e+1	-8.568435442000000e-1	3.099999733400098e+1	-2.617759457000000e-1	3.099999733400098e+1	-2.477716934000000e-1	3.099999733400098e+1	-1.736902916000000e-1	3.099999733400098e+1	-1.321824450000000e-2	3.099999733400098e+1	5.945802000000000e-3	3.099999733400098e+1	5.178932699999998e-2	3.099999733400098e+1	7.322961519999998e-2	3.099999733400098e+1	3.139317704000000e-1	3.099999733400098e+1	3.227653799000000e-1	3.099999733400098e+1	6.017370503999999e-1	3.099999733400098e+1	7.643221608000000e-1
3.199999724800070e+1	-8.594842202000000e-1	3.199999724800070e+1	-2.643618209000000e-1	3.199999724800070e+1	-2.455773157000000e-1	3.199999724800070e+1	-1.796429961000000e-1	3.199999724800070e+1	-1.630872640000000e-2	3.199999724800070e+1	3.737443899999998e-3	3.199999724800070e+1	4.997040109999999e-2	3.199999724800070e+1	7.028310419999998e-2	3.199999724800070e+1	3.139920868000000e-1	3.199999724800070e+1	3.219037861000000e-1	3.199999724800070e+1	6.176220580000000e-1	3.199999724800070e+1	7.442264058000000e-1
3.299999716200042e+1	-8.603213087000002e-1	3.299999716200042e+1	-2.653181707000000e-1	3.299999716200042e+1	-2.437898636000000e-1	3.299999716200042e+1	-1.870190557000000e-1	3.299999716200042e+1	-1.933050840000000e-2	3.299999716200042e+1	1.318891199999978e-3	3.299999716200042e+1	4.700951229999998e-2	3.299999716200042e+1	6.629609359999999e-2	3.299999716200042e+1	3.124884431000000e-1	3.299999716200042e+1	3.213315761000000e-1	3.299999716200042e+1	6.389259914000001e-1	3.299999716200042e+1	7.214733221000000e-1
3.399999707600014e+1	-8.593220486000000e-1	3.399999707600014e+1	-2.652038887000000e-1	3.399999707600014e+1	-2.434584458000000e-1	3.399999707600014e+1	-1.957715875000000e-1	3.399999707600014e+1	-2.211857570000000e-2	3.399999707600014e+1	-1.678420900000005e-3	3.399999707600014e+1	4.234090489999999e-2	3.399999707600014e+1	6.165436149999999e-2	3.399999707600014e+1	3.088368503000000e-1	3.399999707600014e+1	3.216634456000000e-1	3.399999707600014e+1	6.581338840999999e-1	3.399999707600014e+1	7.031113610999999e-1
3.499999698999986e+1	-8.566275512000002e-1	3.499999698999986e+1	-2.644244311000000e-1	3.499999698999986e+1	-2.449029703000000e-1	3.499999698999986e+1	-2.055851189000000e-1	3.499999698999986e+1	-2.402241850000000e-2	3.499999698999986e+1	-5.303312599999998e-3	3.499999698999986e+1	3.663929419999999e-2	3.499999698999986e+1	5.714138709999998e-2	3.499999698999986e+1	3.048876453000000e-1	3.499999698999986e+1	3.225823899000000e-1	3.499999698999986e+1	6.584644584000000e-1	3.499999698999986e+1	7.055465473000000e-1
3.599999690399957e+1	-8.527240046000000e-1	3.599999690399957e+1	-2.635330043000000e-1	3.599999690399957e+1	-2.481542388000000e-1	3.599999690399957e+1	-2.156574718000000e-1	3.599999690399957e+1	-2.466251470000000e-2	3.599999690399957e+1	-9.518729400000010e-3	3.599999690399957e+1	3.128921509999999e-2	3.599999690399957e+1	5.322802309999999e-2	3.599999690399957e+1	3.027271550000000e-1	3.599999690399957e+1	3.235817261000000e-1	3.599999690399957e+1	6.415404643000000e-1	3.599999690399957e+1	7.265074714000000e-1
3.699999681799930e+1	-8.490276621000000e-1	3.699999681799930e+1	-2.639480928000000e-1	3.699999681799930e+1	-2.535075614000000e-1	3.699999681799930e+1	-2.258094684000000e-1	3.699999681799930e+1	-2.499681950000002e-2	3.699999681799930e+1	-1.458262190000001e-2	3.699999681799930e+1	2.691313139999998e-2	3.699999681799930e+1	4.940755139999998e-2	3.699999681799930e+1	3.028125263000000e-1	3.699999681799930e+1	3.236696770000000e-1	3.699999681799930e+1	6.233799116000001e-1	3.699999681799930e+1	7.475192783000000e-1
3.799999673200143e+1	-8.466442022000000e-1	3.799999673200143e+1	-2.668111834000000e-1	3.799999673200143e+1	-2.592715917000000e-1	3.799999673200143e+1	-2.356834060000000e-1	3.799999673200143e+1	-2.636170580000002e-2	3.799999673200143e+1	-1.871017210000000e-2	3.799999673200143e+1	2.428817189999999e-2	3.799999673200143e+1	4.591901989999998e-2	3.799999673200143e+1	3.053647454000000e-1	3.799999673200143e+1	3.227508062000000e-1	3.799999673200143e+1	6.086150582000001e-1	3.799999673200143e+1	7.619904543000000e-1
3.899999664600115e+1	-8.459724689000000e-1	3.899999664600115e+1	-2.726008728000000e-1	3.899999664600115e+1	-2.633709143000000e-1	3.899999664600115e+1	-2.443694366000000e-1	3.899999664600115e+1	-2.968960030000001e-2	3.899999664600115e+1	-2.004835450000000e-2	3.899999664600115e+1	2.364236430000000e-2	3.899999664600115e+1	4.308349299999998e-2	3.899999664600115e+1	3.098440094000000e-1	3.899999664600115e+1	3.209908525000000e-1	3.899999664600115e+1	5.983831458000000e-1	3.899999664600115e+1	7.680330878000000e-1
3.999999656000087e+1	-8.474658081000000e-1	3.999999656000087e+1	-2.798017000000000e-1	3.999999656000087e+1	-2.661987408000000e-1	3.999999656000087e+1	-2.517688968000000e-1	3.999999656000087e+1	-3.383250790000000e-2	3.999999656000087e+1	-1.968208890000000e-2	3.999999656000087e+1	2.433945449999998e-2	3.999999656000087e+1	4.056586589999998e-2	3.999999656000087e+1	3.134898501000000e-1	3.999999656000087e+1	3.195242226000000e-1	3.999999656000087e+1	5.924560731999999e-1	3.999999656000087e+1	7.648627147000000e-1
4.099999647400059e+1	-8.510056115000000e-1	4.099999647400059e+1	-2.861373852000000e-1	4.099999647400059e+1	-2.688034724000000e-1	4.099999647400059e+1	-2.578074489000000e-1	4.099999647400059e+1	-3.694460540000002e-2	4.099999647400059e+1	-1.933176010000001e-2	4.099999647400059e+1	2.575907369999998e-2	4.099999647400059e+1	3.794757549999998e-2	4.099999647400059e+1	3.122776418000000e-1	4.099999647400059e+1	3.210695765000000e-1	4.099999647400059e+1	5.899665758000000e-1	4.099999647400059e+1	7.536429705000000e-1
4.199999638800031e+1	-8.556048906000000e-1	4.199999638800031e+1	-2.904491091000000e-1	4.199999638800031e+1	-2.711018739000000e-1	4.199999638800031e+1	-2.622725010000000e-1	4.199999638800031e+1	-3.825919390000002e-2	4.199999638800031e+1	-1.938783180000000e-2	4.199999638800031e+1	2.764107240000000e-2	4.199999638800031e+1	3.511435880000000e-2	4.199999638800031e+1	3.069762876000000e-1	4.199999638800031e+1	3.245404650000000e-1	4.199999638800031e+1	5.895115974000000e-1	4.199999638800031e+1	7.379779558000000e-1
4.299999630200003e+1	-8.602608753000000e-1	4.299999630200003e+1	-2.928589627000000e-1	4.299999630200003e+1	-2.730220564000000e-1	4.299999630200003e+1	-2.656126646000000e-1	4.299999630200003e+1	-3.802859190000002e-2	4.299999630200003e+1	-2.002129960000002e-2	4.299999630200003e+1	2.950221459999999e-2	4.299999630200003e+1	3.209648679999999e-2	4.299999630200003e+1	3.005778507000000e-1	4.299999630200003e+1	3.267724660000000e-1	4.299999630200003e+1	5.883103848000000e-1	4.299999630200003e+1	7.231005073000000e-1
4.399999621599975e+1	-8.641992779000000e-1	4.399999621599975e+1	-2.941939397000000e-1	4.399999621599975e+1	-2.743678630000000e-1	4.399999621599975e+1	-2.684463956000000e-1	4.399999621599975e+1	-3.698059870000001e-2	4.399999621599975e+1	-2.090327910000000e-2	4.399999621599975e+1	2.896422939999998e-2	4.399999621599975e+1	3.145240979999998e-2	4.399999621599975e+1	2.941218537000000e-1	4.399999621599975e+1	3.273914336000000e-1	4.399999621599975e+1	5.831995849000000e-1	4.399999621599975e+1	7.142548901000000e-1
4.499999612999946e+1	-8.667351955000000e-1	4.499999612999946e+1	-2.955970234000000e-1	4.499999612999946e+1	-2.749363887000000e-1	4.499999612999946e+1	-2.714041770000000e-1	4.499999612999946e+1	-3.616836940000001e-2	4.499999612999946e+1	-2.129421330000000e-2	4.499999612999946e+1	2.664161369999998e-2	4.499999612999946e+1	3.305275229999999e-2	4.499999612999946e+1	2.887405102000000e-1	4.499999612999946e+1	3.264878140000000e-1	4.499999612999946e+1	5.736460723000000e-1	4.499999612999946e+1	7.136336314000000e-1
4.599999604399919e+1	-8.672502264000000e-1	4.599999604399919e+1	-2.979493279000000e-1	4.599999604399919e+1	-2.757003367000000e-1	4.599999604399919e+1	-2.738932118000000e-1	4.599999604399919e+1	-3.648223940000001e-2	4.599999604399919e+1	-2.078862430000000e-2	4.599999604399919e+1	2.532577349999998e-2	4.599999604399919e+1	3.427375209999998e-2	4.599999604399919e+1	2.853202948000000e-1	4.599999604399919e+1	3.242052297000000e-1	4.599999604399919e+1	5.629413589000000e-1	4.599999604399919e+1	7.191200925000000e-1
4.699999595800133e+1	-8.659082836000000e-1	4.699999595800133e+1	-3.011368161000000e-1	4.699999595800133e+1	-2.785696584000000e-1	4.699999595800133e+1	-2.749137228000000e-1	4.699999595800133e+1	-3.768153380000000e-2	4.699999595800133e+1	-1.961257000000002e-2	4.699999595800133e+1	2.519390569999999e-2	4.699999595800133e+1	3.525725749999999e-2	4.699999595800133e+1	2.843809539000000e-1	4.699999595800133e+1	3.210426386000000e-1	4.699999595800133e+1	5.550900767000000e-1	4.699999595800133e+1	7.261774958000000e-1
4.799999587200105e+1	-8.635535846000000e-1	4.799999587200105e+1	-3.042581024000000e-1	4.799999587200105e+1	-2.837739791000000e-1	4.799999587200105e+1	-2.754931598000000e-1	4.799999587200105e+1	-3.865781230000001e-2	4.799999587200105e+1	-1.822459340000002e-2	4.799999587200105e+1	2.622449799999998e-2	4.799999587200105e+1	3.651131199999999e-2	4.799999587200105e+1	2.859220821000000e-1	4.799999587200105e+1	3.179392946000000e-1	4.799999587200105e+1	5.525535877000001e-1	4.799999587200105e+1	7.306590644000000e-1
4.899999578600077e+1	-8.608390606000000e-1	4.899999578600077e+1	-3.063300079000000e-1	4.899999578600077e+1	-2.897955793000000e-1	4.899999578600077e+1	-2.768110217000000e-1	4.899999578600077e+1	-3.840982850000002e-2	4.899999578600077e+1	-1.689503390000002e-2	4.899999578600077e+1	2.800506329999999e-2	4.899999578600077e+1	3.848721239999998e-2	4.899999578600077e+1	2.893101951000000e-1	4.899999578600077e+1	3.159861689000000e-1	4.899999578600077e+1	5.568046332000001e-1	4.899999578600077e+1	7.302615807000000e-1
