# E (eV)  pdos(E) 
   -8.994000435    9.704720497
   -8.973999977   11.534552574
   -8.954000473   13.597987175
   -8.934000015   15.905465126
   -8.913999557   18.503837585
   -8.894000053   21.453710556
   -8.873999596   24.795631409
   -8.854000092   28.523380280
   -8.833999634   32.613994598
   -8.814000130   36.850643158
   -8.793999672   40.981605530
   -8.774000168   44.698238373
   -8.753999710   47.563117981
   -8.734000206   49.299434662
   -8.713999748   49.633304596
   -8.694000244   48.467178345
   -8.673999786   45.852561951
   -8.654000282   42.038143158
   -8.633999825   37.376819611
   -8.614000320   32.292598724
   -8.593999863   27.241493225
   -8.574000359   22.576139450
   -8.553999901   18.571228027
   -8.534000397   15.398903847
   -8.513999939   13.113526344
   -8.494000435   11.665259361
   -8.473999977   10.957463264
   -8.454000473   10.861432076
   -8.434000015   11.204419136
   -8.413999557   11.863982201
   -8.394000053   12.686790466
   -8.373999596   13.579787254
   -8.354000092   14.462123871
   -8.333999634   15.276249886
   -8.314000130   15.979682922
   -8.293999672   16.555564880
   -8.274000168   16.991783142
   -8.253999710   17.289207458
   -8.234000206   17.441698074
   -8.213999748   17.461622238
   -8.194000244   17.350704193
   -8.173999786   17.148698807
   -8.154000282   16.871112823
   -8.133999825   16.557498932
   -8.114000320   16.265661240
   -8.093999863   16.009750366
   -8.074000359   15.827919006
   -8.053999901   15.687274933
   -8.034000397   15.553691864
   -8.013999939   15.382229805
   -7.993999958   15.081094742
   -7.973999977   14.608969688
   -7.953999996   13.938613892
   -7.934000015   13.088527679
   -7.914000034   12.085565567
   -7.894000053   10.996550560
   -7.874000072    9.901684761
   -7.854000092    8.877726555
   -7.834000111    7.996972084
   -7.814000130    7.286152363
   -7.794000149    6.763081551
   -7.774000168    6.448899269
   -7.754000187    6.317714691
   -7.734000206    6.338038445
   -7.714000225    6.496841431
   -7.693999767    6.754759789
   -7.673999786    7.093028545
   -7.653999805    7.483532906
   -7.633999825    7.908212662
   -7.613999844    8.357853889
   -7.593999863    8.811160088
   -7.573999882    9.271182060
   -7.553999901    9.740029335
   -7.533999920   10.193675995
   -7.513999939   10.652000427
   -7.493999958   11.119804382
   -7.473999977   11.573099136
   -7.453999996   12.021513939
   -7.434000015   12.465686798
   -7.414000034   12.862428665
   -7.394000053   13.211675644
   -7.374000072   13.483573914
   -7.354000092   13.655329704
   -7.334000111   13.686541557
   -7.314000130   13.589584351
   -7.294000149   13.346935272
   -7.274000168   12.954258919
   -7.254000187   12.450664520
   -7.234000206   11.857219696
   -7.214000225   11.200542450
   -7.193999767   10.545125961
   -7.173999786    9.911540985
   -7.153999805    9.335104942
   -7.133999825    8.826163292
   -7.113999844    8.410975456
   -7.093999863    8.084593773
   -7.073999882    7.819327831
   -7.053999901    7.599292278
   -7.033999920    7.404225826
   -7.013999939    7.189138412
   -6.993999958    6.938342571
   -6.973999977    6.642883778
   -6.953999996    6.285710335
   -6.934000015    5.872866154
   -6.914000034    5.428927898
   -6.894000053    4.967452526
   -6.874000072    4.511980534
   -6.854000092    4.084984779
   -6.834000111    3.708168745
   -6.814000130    3.399555683
   -6.794000149    3.178107262
   -6.774000168    3.063507795
   -6.754000187    3.087615013
   -6.734000206    3.284773588
   -6.714000225    3.718089819
   -6.693999767    4.449789524
   -6.673999786    5.547339916
   -6.653999805    7.084572792
   -6.633999825    9.106450081
   -6.613999844   11.617569923
   -6.593999863   14.563579559
   -6.573999882   17.837030411
   -6.553999901   21.261381149
   -6.533999920   24.612228394
   -6.513999939   27.645395279
   -6.493999958   30.126470566
   -6.473999977   31.920858383
   -6.453999996   32.857975006
   -6.434000015   33.020389557
   -6.414000034   32.481418610
   -6.394000053   31.376075745
   -6.374000072   29.891138077
   -6.354000092   28.268821716
   -6.334000111   26.628868103
   -6.314000130   25.074401855
   -6.294000149   23.671794891
   -6.274000168   22.416719437
   -6.254000187   21.287500381
   -6.234000206   20.268028259
   -6.214000225   19.330600739
   -6.193999767   18.492341995
   -6.173999786   17.765510559
   -6.153999805   17.195690155
   -6.133999825   16.787572861
   -6.113999844   16.559417725
   -6.093999863   16.482721329
   -6.073999882   16.496049881
   -6.053999901   16.551738739
   -6.033999920   16.589378357
   -6.013999939   16.578376770
   -5.993999958   16.518072128
   -5.973999977   16.445173264
   -5.953999996   16.437692642
   -5.934000015   16.584569931
   -5.914000034   16.964263916
   -5.894000053   17.635482788
   -5.874000072   18.615232468
   -5.854000092   19.863895416
   -5.834000111   21.276103973
   -5.814000130   22.710338593
   -5.794000149   23.990543365
   -5.774000168   24.942319870
   -5.754000187   25.409124374
   -5.734000206   25.293626785
   -5.714000225   24.546901703
   -5.693999767   23.215570450
   -5.673999786   21.371599197
   -5.653999805   19.152547836
   -5.633999825   16.718261719
   -5.613999844   14.213128090
   -5.593999863   11.784047127
   -5.573999882    9.538414955
   -5.553999901    7.558973312
   -5.533999920    5.883888721
   -5.513999939    4.525500298
   -5.493999958    3.463119745
   -5.473999977    2.667357206
   -5.453999996    2.090282440
   -5.434000015    1.687756777
   -5.414000034    1.416259408
   -5.394000053    1.237361431
   -5.374000072    1.122818470
   -5.354000092    1.050888896
   -5.334000111    1.005277157
   -5.314000130    0.976861775
   -5.294000149    0.957544386
   -5.274000168    0.945600271
   -5.254000187    0.936959565
   -5.234000206    0.932269812
   -5.214000225    0.931891441
   -5.193999767    0.938264012
   -5.173999786    0.956586003
   -5.153999805    0.995336175
   -5.133999825    1.065409184
   -5.113999844    1.181964755
   -5.093999863    1.363830924
   -5.073999882    1.633698463
   -5.053999901    2.013343334
   -5.033999920    2.526730776
   -5.013999939    3.187911987
   -4.993999958    4.002368450
   -4.973999977    4.950549126
   -4.953999996    6.002131462
   -4.934000015    7.092094898
   -4.914000034    8.149426460
   -4.894000053    9.103219032
   -4.874000072    9.876592636
   -4.854000092   10.407714844
   -4.834000111   10.684760094
   -4.814000130   10.703964233
   -4.794000149   10.515463829
   -4.774000168   10.154869080
   -4.754000187    9.699060440
   -4.734000206    9.184876442
   -4.714000225    8.663181305
   -4.693999767    8.143477440
   -4.673999786    7.635703087
   -4.653999805    7.140001297
   -4.633999825    6.652038574
   -4.613999844    6.162905216
   -4.593999863    5.686943054
   -4.573999882    5.230785370
   -4.553999901    4.813996792
   -4.533999920    4.450514793
   -4.513999939    4.157545090
   -4.493999958    3.947774172
   -4.473999977    3.833564043
   -4.453999996    3.832144976
   -4.434000015    3.964625359
   -4.414000034    4.259098053
   -4.394000053    4.765166759
   -4.374000072    5.541553497
   -4.354000092    6.650855541
   -4.334000111    8.176115036
   -4.314000130   10.177886963
   -4.294000149   12.699552536
   -4.274000168   15.723198891
   -4.254000187   19.172088623
   -4.234000206   22.917125702
