# E (eV)  pdos(E) 
  -19.191999435    6.274344921
  -19.172000885    7.074578285
  -19.152000427    7.694829464
  -19.131999969    8.055488586
  -19.111999512    8.105620384
  -19.091999054    7.823513508
  -19.072000504    7.261208057
  -19.052000046    6.476425648
  -19.031999588    5.578918934
  -19.011999130    4.677152634
  -18.992000580    3.878170252
  -18.972000122    3.281547785
  -18.951999664    2.972218275
  -18.931999207    3.010269880
  -18.912000656    3.443220139
  -18.892000198    4.297428608
  -18.871999741    5.573769569
  -18.851999283    7.248419762
  -18.832000732    9.254381180
  -18.812000275   11.498640060
  -18.791999817   13.841766357
  -18.771999359   16.151756287
  -18.752000809   18.294639587
  -18.732000351   20.152854919
  -18.711999893   21.664932251
  -18.691999435   22.801664352
  -18.672000885   23.558965683
  -18.652000427   23.971992493
  -18.631999969   24.060634613
  -18.611999512   23.845521927
  -18.591999054   23.348150253
  -18.572000504   22.608734131
  -18.552000046   21.659519196
  -18.531999588   20.589214325
  -18.511999130   19.476306915
  -18.492000580   18.443603516
  -18.472000122   17.568193436
  -18.451999664   16.892629623
  -18.431999207   16.431884766
  -18.412000656   16.135139465
  -18.392000198   15.915356636
  -18.371999741   15.673144341
  -18.351999283   15.299021721
  -18.332000732   14.716321945
  -18.312000275   13.877087593
  -18.291999817   12.767081261
  -18.271999359   11.439631462
  -18.252000809    9.946677208
  -18.232000351    8.376286507
  -18.211999893    6.828667641
  -18.191999435    5.379232407
  -18.172000885    4.089648247
  -18.152000427    2.999648809
  -18.131999969    2.124531746
  -18.111999512    1.451895952
  -18.091999054    0.959009767
  -18.072000504    0.613253176
  -18.052000046    0.381419897
  -18.031999588    0.232048735
  -18.011999130    0.139615297
  -17.992000580    0.084335186
  -17.972000122    0.052480299
  -17.951999664    0.034908406
  -17.931999207    0.026135510
  -17.912000656    0.023370741
  -17.892000198    0.026036456
  -17.871999741    0.035623077
  -17.851999283    0.056015801
  -17.832000732    0.094061799
  -17.812000275    0.160563096
  -17.791999817    0.270742089
  -17.771999359    0.444873363
  -17.752000809    0.706777215
  -17.732000351    1.082125783
  -17.711999893    1.592896819
  -17.691999435    2.253648043
  -17.672000885    3.059392214
  -17.652000427    3.985015869
  -17.631999969    4.980471611
  -17.611999512    5.973217487
  -17.591999054    6.871046066
  -17.572000504    7.596869469
  -17.552000046    8.062899590
  -17.531999588    8.243796349
  -17.511999130    8.151106834
  -17.492000580    7.840427399
  -17.472000122    7.413113594
  -17.451999664    7.013513088
  -17.431999207    6.776357651
  -17.412000656    6.839834213
  -17.392000198    7.292123795
  -17.371999741    8.161255836
  -17.351999283    9.410420418
  -17.332000732   10.933789253
  -17.312000275   12.566686630
  -17.291999817   14.086062431
  -17.271999359   15.296747208
  -17.252000809   16.015316010
  -17.232000351   16.123662949
  -17.211999893   15.581132889
  -17.191999435   14.452987671
  -17.172000885   12.858526230
  -17.152000427   10.972739220
  -17.131999969    8.978545189
  -17.111999512    7.047626972
  -17.091999054    5.309197903
  -17.072000504    3.840162992
  -17.052000046    2.669490576
  -17.031999588    1.786921620
  -17.011999130    1.153918147
  -16.992000580    0.723498642
  -16.972000122    0.443035841
  -16.951999664    0.268629372
  -16.931999207    0.164667785
  -16.912000656    0.104890898
  -16.892000198    0.071612395
  -16.871999741    0.053463299
  -16.851999283    0.043633606
  -16.832000732    0.038196601
  -16.812000275    0.035062797
  -16.791999817    0.033139702
  -16.771999359    0.031871997
  -16.752000809    0.031006403
  -16.732000351    0.030417008
  -16.711999893    0.030049900
  -16.691999435    0.029844206
  -16.672000885    0.029763293
  -16.652000427    0.029839797
  -16.631999969    0.030195704
  -16.611999512    0.031212002
  -16.591999054    0.033638790
  -16.572000504    0.039002791
  -16.552000046    0.050028604
  -16.531999588    0.071364008
  -16.511999130    0.110527895
  -16.492000580    0.178830191
  -16.472000122    0.292241901
  -16.451999664    0.471471161
  -16.431999207    0.742007673
  -16.412000656    1.129361033
  -16.392000198    1.657041669
  -16.371999741    2.338776827
  -16.351999283    3.167603731
  -16.332000732    4.123260498
  -16.312000275    5.147294044
  -16.291999817    6.173980236
  -16.271999359    7.112485409
  -16.252000809    7.893784523
  -16.232000351    8.445620537
  -16.211999893    8.753811836
  -16.191999435    8.838194847
  -16.172000885    8.753840446
  -16.152000427    8.591259956
  -16.131999969    8.443255424
  -16.111999512    8.383658409
  -16.091999054    8.456319809
  -16.072000504    8.662259102
  -16.052000046    8.960288048
  -16.031999588    9.307449341
  -16.011999130    9.649930000
  -15.991999626    9.978109360
  -15.972000122   10.312300682
  -15.951999664   10.730203629
  -15.932000160   11.347602844
  -15.911999702   12.265001297
  -15.892000198   13.563300133
  -15.871999741   15.248904228
  -15.852000237   17.244699478
  -15.831999779   19.379003525
  -15.812000275   21.417697906
  -15.791999817   23.088401794
  -15.772000313   24.164102554
  -15.751999855   24.464275360
  -15.732000351   23.952117920
  -15.711999893   22.691812515
  -15.692000389   20.874145508
  -15.671999931   18.729602814
  -15.652000427   16.538768768
  -15.631999969   14.531465530
  -15.612000465   12.865674019
  -15.592000008   11.610066414
  -15.571999550   10.738238335
  -15.552000046   10.139695168
  -15.531999588    9.690445900
  -15.512000084    9.249300003
  -15.491999626    8.710813522
  -15.472000122    8.019543648
  -15.451999664    7.164935589
  -15.432000160    6.184873581
  -15.411999702    5.156223297
  -15.392000198    4.149685860
  -15.371999741    3.243464231
  -15.352000237    2.499871016
  -15.331999779    1.963869095
  -15.312000275    1.669646502
  -15.291999817    1.644252658
  -15.272000313    1.914109945
  -15.251999855    2.503021717
  -15.232000351    3.430850744
  -15.211999893    4.701423645
  -15.192000389    6.290840149
  -15.171999931    8.128728867
  -15.152000427   10.103126526
  -15.131999969   12.053240776
  -15.112000465   13.799962044
  -15.092000008   15.151882172
  -15.071999550   15.957121849
  -15.052000046   16.120450974
  -15.031999588   15.628697395
  -15.012000084   14.561173439
  -14.991999626   13.079348564
  -14.972000122   11.380760193
  -14.951999664    9.675550461
  -14.932000160    8.166445732
  -14.911999702    7.000169754
  -14.892000198    6.272355080
  -14.871999741    6.006320000
  -14.852000237    6.162337780
  -14.831999779    6.661994934
  -14.812000275    7.380474567
  -14.791999817    8.204631805
  -14.772000313    9.014699936
  -14.751999855    9.722078323
  -14.732000351   10.278729439
  -14.711999893   10.670485497
  -14.692000389   10.909665108
  -14.671999931   11.015794754
  -14.652000427   11.020645142
  -14.631999969   10.926728249
  -14.612000465   10.714770317
  -14.592000008   10.358106613
  -14.571999550    9.832556725
  -14.552000046    9.121105194
  -14.531999588    8.230795860
  -14.512000084    7.197853565
  -14.491999626    6.085906982
  -14.472000122    4.962525368
  -14.451999664    3.899682045
  -14.432000160    2.955093861
  -14.411999702    2.166656494
  -14.392000198    1.554283142
  -14.371999741    1.122068882
  -14.352000237    0.862654209
  -14.331999779    0.768695354
  -14.312000275    0.834434092
  -14.291999817    1.058682203
  -14.272000313    1.442874908
  -14.251999855    1.987306714
  -14.232000351    2.681920767
  -14.211999893    3.502625227
  -14.192000389    4.404183388
  -14.171999931    5.327200413
  -14.152000427    6.185570240
  -14.131999969    6.894527912
  -14.112000465    7.377733231
  -14.092000008    7.582729340
  -14.071999550    7.484405994
  -14.052000046    7.089567661
  -14.031999588    6.459883690
  -14.012000084    5.667078018
  -13.991999626    4.798220158
  -13.972000122    3.956037283
  -13.951999664    3.228843689
  -13.932000160    2.692932844
  -13.911999702    2.408830166
  -13.892000198    2.426109314
  -13.871999741    2.777627230
  -13.852000237    3.483444929
  -13.831999779    4.543637753
  -13.812000275    5.926401138
  -13.791999817    7.568427563
  -13.772000313    9.373666763
  -13.751999855   11.213137627
  -13.732000351   12.916363716
  -13.711999893   14.335354805
  -13.692000389   15.329336166
  -13.671999931   15.815268517
  -13.652000427   15.759430885
  -13.631999969   15.203460693
  -13.612000465   14.232817650
  -13.592000008   12.980977058
  -13.571999550   11.598474503
  -13.552000046   10.223113060
  -13.531999588    8.974455833
  -13.512000084    7.937162399
  -13.491999626    7.181231022
  -13.472000122    6.742739677
  -13.451999664    6.642719746
  -13.432000160    6.897140026
  -13.411999702    7.512069702
  -13.392000198    8.471560478
  -13.371999741    9.755528450
  -13.352000237   11.321872711
  -13.331999779   13.089872360
  -13.312000275   14.964509964
  -13.291999817   16.811691284
  -13.272000313   18.490095139
  -13.251999855   19.848974228
  -13.232000351   20.740291595
  -13.211999893   21.057601929
  -13.192000389   20.742471695
  -13.171999931   19.808288574
  -13.152000427   18.322324753
  -13.131999969   16.427673340
  -13.112000465   14.285746574
  -13.092000008   12.090125084
  -13.071999550    9.994502068
  -13.052000046    8.136425972
  -13.031999588    6.583931923
  -13.012000084    5.368738174
  -12.991999626    4.470945835
  -12.972000122    3.840362787
  -12.951999664    3.431326151
  -12.932000160    3.176675081
  -12.911999702    3.028515816
  -12.892000198    2.950522184
  -12.871999741    2.910129786
  -12.852000237    2.894140244
  -12.831999779    2.891793489
  -12.812000275    2.895527124
  -12.791999817    2.906534910
  -12.772000313    2.917106867
  -12.751999855    2.923399925
  -12.732000351    2.920907259
  -12.711999893    2.909895658
  -12.692000389    2.884117842
  -12.671999931    2.838075161
  -12.652000427    2.774546862
  -12.631999969    2.693998098
  -12.612000465    2.603255272
  -12.592000008    2.505473137
  -12.571999550    2.413501024
  -12.552000046    2.328504562
  -12.531999588    2.260891199
  -12.512000084    2.212033272
  -12.491999626    2.182604313
  -12.472000122    2.167656660
  -12.451999664    2.172506332
  -12.432000160    2.196734667
  -12.411999702    2.255254030
  -12.392000198    2.360604048
  -12.371999741    2.538162947
  -12.352000237    2.818943262
  -12.331999779    3.243824959
  -12.312000275    3.845236778
  -12.291999817    4.651348114
  -12.272000313    5.681921482
  -12.251999855    6.931526184
  -12.232000351    8.363310814
  -12.211999893    9.919030190
  -12.192000389   11.516452789
  -12.171999931   13.051866531
  -12.152000427   14.422439575
  -12.131999969   15.542640686
  -12.112000465   16.340021133
  -12.092000008   16.733909607
  -12.071999550   16.759777069
  -12.052000046   16.402528763
  -12.031999588   15.689619064
  -12.012000084   14.698741913
  -11.991999626   13.495508194
  -11.972000122   12.159797668
  -11.951999664   10.777599335
  -11.932000160    9.445190430
  -11.911999702    8.246129036
  -11.892000198    7.253049374
  -11.871999741    6.533798695
  -11.852000237    6.141168594
  -11.831999779    6.106399536
  -11.812000275    6.453461170
  -11.791999817    7.167720318
  -11.772000313    8.234665871
  -11.751999855    9.622159958
  -11.732000351   11.291768074
  -11.711999893   13.182064056
  -11.692000389   15.253648758
  -11.671999931   17.455291748
  -11.652000427   19.729135513
  -11.631999969   22.018669128
  -11.612000465   24.242565155
  -11.592000008   26.289632797
  -11.571999550   28.046754837
  -11.552000046   29.361906052
  -11.531999588   30.093975067
  -11.512000084   30.131135941
  -11.491999626   29.418933868
  -11.472000122   27.959096909
  -11.451999664   25.866672516
  -11.432000160   23.298379898
  -11.411999702   20.478879929
  -11.392000198   17.640138626
  -11.371999741   15.004884720
  -11.352000237   12.764094353
  -11.331999779   11.048487663
  -11.312000275    9.934610367
  -11.291999817    9.457463264
  -11.272000313    9.583404541
  -11.251999855   10.252825737
  -11.232000351   11.360067368
  -11.211999893   12.784072876
  -11.192000389   14.365952492
  -11.171999931   15.953892708
  -11.152000427   17.393661499
  -11.131999969   18.573158264
  -11.112000465   19.408554077
  -11.092000008   19.857728958
  -11.071999550   19.924085617
  -11.052000046   19.651569366
  -11.031999588   19.091444016
  -11.012000084   18.294048309
  -10.991999626   17.296201706
  -10.972000122   16.146827698
  -10.951999664   14.868470192
  -10.932000160   13.477109909
  -10.911999702   12.029509544
  -10.892000198   10.554900169
  -10.871999741    9.121561050
  -10.852000237    7.794409752
  -10.831999779    6.634809971
  -10.812000275    5.701425076
  -10.791999817    5.035233974
  -10.772000313    4.668806553
  -10.751999855    4.611945152
  -10.732000351    4.862542152
  -10.711999893    5.390931129
  -10.692000389    6.154120445
  -10.671999931    7.090141773
  -10.652000427    8.090798378
  -10.631999969    9.053808212
  -10.612000465    9.877257347
  -10.592000008   10.446335793
  -10.571999550   10.705428123
  -10.552000046   10.623270035
  -10.531999588   10.222290039
  -10.512000084    9.565958977
  -10.491999626    8.748961449
  -10.472000122    7.898740768
  -10.451999664    7.135152817
  -10.432000160    6.547096252
  -10.411999702    6.234832287
  -10.392000198    6.244599819
  -10.371999741    6.597963810
  -10.352000237    7.286713123
  -10.331999779    8.285977364
  -10.312000275    9.556459427
  -10.291999817   11.068422318
  -10.272000313   12.803748131
  -10.251999855   14.772718430
  -10.232000351   17.023717880
  -10.211999893   19.596277237
  -10.192000389   22.566104889
  -10.171999931   25.933877945
  -10.152000427   29.658990860
  -10.131999969   33.646141052
  -10.112000465   37.621936798
  -10.092000008   41.299701691
  -10.071999550   44.360542297
  -10.052000046   46.505062103
  -10.031999588   47.479431152
  -10.012000084   47.210044861
   -9.991999626   45.680019379
   -9.972000122   43.049221039
   -9.951999664   39.596019745
   -9.932000160   35.546947479
   -9.911999702   31.212392807
   -9.892000198   26.885784149
   -9.871999741   22.733798981
   -9.852000237   18.915296555
   -9.831999779   15.527973175
   -9.812000275   12.625141144
   -9.791999817   10.203016281
   -9.772000313    8.261606216
   -9.751999855    6.749268532
   -9.732000351    5.617166042
   -9.711999893    4.815675735
   -9.692000389    4.275504112
   -9.671999931    3.942444086
   -9.652000427    3.768608093
   -9.631999969    3.717651367
   -9.612000465    3.762128115
   -9.592000008    3.889684439
   -9.571999550    4.103618622
   -9.552000046    4.409848690
   -9.531999588    4.829282761
   -9.512000084    5.377589703
   -9.491999626    6.067042351
   -9.472000122    6.904795170
   -9.451999664    7.884859085
   -9.432000160    8.964479446
   -9.411999702   10.099346161
   -9.392000198   11.207618713
   -9.371999741   12.225364685
   -9.352000237   13.076707840
   -9.331999779   13.709790230
   -9.312000275   14.112096786
   -9.291999817   14.284090042
   -9.272000313   14.266814232
   -9.251999855   14.097552299
   -9.232000351   13.844027519
   -9.211999893   13.549965858
   -9.192000389   13.245676041
   -9.171999931   12.946033478
   -9.152000427   12.650096893
   -9.131999969   12.344904900
   -9.112000465   12.013172150
   -9.092000008   11.676192284
   -9.071999550   11.318060875
   -9.052000046   10.944786072
   -9.031999588   10.564944267
   -9.012000084   10.212023735
   -8.991999626    9.881237030
   -8.972000122    9.575115204
   -8.951999664    9.333763123
   -8.932000160    9.125310898
   -8.911999702    8.978184700
   -8.892000198    8.894850731
   -8.871999741    8.867140770
   -8.852000237    8.904443741
   -8.831999779    9.013647079
   -8.812000275    9.193367958
   -8.791999817    9.463469505
   -8.772000313    9.828728676
   -8.751999855   10.346361160
   -8.732000351   10.997036934
   -8.711999893   11.840616226
   -8.692000389   12.852533340
   -8.671999931   14.042160988
   -8.652000427   15.345085144
   -8.631999969   16.703617096
   -8.612000465   18.006175995
   -8.592000008   19.090635300
   -8.571999550   19.985645294
   -8.552000046   20.449665070
   -8.531999588   20.561187744
   -8.512000084   20.205776215
   -8.491999626   19.572866440
   -8.472000122   18.613086700
   -8.451999664   17.463045120
   -8.432000160   16.224895477
   -8.411999702   15.003702164
   -8.392000198   13.854030609
   -8.371999741   12.840960503
   -8.352000237   12.004797935
   -8.331999779   11.359280586
   -8.312000275   10.910984039
   -8.291999817   10.646573067
   -8.272000313   10.544851303
   -8.251999855   10.542389870
   -8.232000351   10.608954430
   -8.211999893   10.675932884
   -8.192000389   10.676542282
   -8.171999931   10.564140320
   -8.152000427   10.305231094
   -8.131999969    9.897787094
   -8.112000465    9.343651772
   -8.092000008    8.703660011
   -8.071999550    8.047597885
   -8.052000046    7.475759506
   -8.031999588    7.108540058
   -8.012000084    7.043399334
   -7.992000103    7.407299519
   -7.972000122    8.305602074
   -7.952000141    9.816207886
   -7.932000160   11.982429504
   -7.912000179   14.788810730
   -7.892000198   18.149173737
   -7.872000217   21.917102814
   -7.852000237   25.872400284
   -7.831999779   29.753496170
   -7.811999798   33.259197235
   -7.791999817   36.178993225
   -7.771999836   38.246498108
   -7.751999855   39.389404297
   -7.731999874   39.557296753
   -7.711999893   38.822895050
   -7.691999912   37.225215912
   -7.671999931   34.970077515
   -7.651999950   32.216007233
   -7.631999969   29.110969543
   -7.611999989   25.883831024
   -7.592000008   22.663967133
   -7.572000027   19.624401093
   -7.552000046   16.895090103
   -7.532000065   14.600781441
   -7.512000084   12.842042923
   -7.492000103   11.652910233
   -7.472000122   11.029441833
   -7.452000141   10.922690392
   -7.432000160   11.230612755
   -7.412000179   11.826029778
   -7.392000198   12.567024231
   -7.372000217   13.338907242
   -7.352000237   14.050337791
   -7.331999779   14.659259796
   -7.311999798   15.164691925
   -7.291999817   15.641390800
   -7.271999836   16.176683426
   -7.251999855   16.850435257
   -7.231999874   17.745923996
   -7.211999893   18.885213852
   -7.191999912   20.263917923
   -7.171999931   21.790559769
   -7.151999950   23.348064423
   -7.131999969   24.774860382
   -7.111999989   25.912820816
   -7.092000008   26.617212296
   -7.072000027   26.779594421
   -7.052000046   26.354217529
   -7.032000065   25.353750229
   -7.012000084   23.826679230
   -6.992000103   21.887033463
   -6.972000122   19.651145935
   -6.952000141   17.257556915
   -6.932000160   14.830945015
   -6.912000179   12.485874176
   -6.892000198   10.295354843
   -6.872000217    8.343202591
   -6.852000237    6.658431530
   -6.831999779    5.257804394
   -6.811999798    4.135523796
   -6.791999817    3.265336275
   -6.771999836    2.611512661
   -6.751999855    2.135455370
   -6.731999874    1.795884371
   -6.711999893    1.557483196
   -6.691999912    1.391318679
   -6.671999931    1.274630070
   -6.651999950    1.192233205
   -6.631999969    1.134368896
   -6.611999989    1.094180584
   -6.592000008    1.067268491
   -6.572000027    1.050088763
   -6.552000046    1.041804671
   -6.532000065    1.040465236
   -6.512000084    1.048735976
   -6.492000103    1.073444009
   -6.472000122    1.123356938
   -6.452000141    1.214369893
   -6.432000160    1.368065357
   -6.412000179    1.609408379
   -6.392000198    1.966717243
   -6.372000217    2.462099552
   -6.352000237    3.112864017
   -6.331999779    3.923436403
   -6.311999798    4.877569675
   -6.291999817    5.934204102
   -6.271999836    7.036654472
   -6.251999855    8.101758957
   -6.231999874    9.052857399
   -6.211999893    9.815959930
   -6.191999912   10.347003937
   -6.171999931   10.646067619
   -6.151999950   10.669382095
   -6.131999969   10.485792160
   -6.111999989   10.163212776
   -6.092000008    9.756926537
   -6.072000027    9.322575569
   -6.052000046    8.884535789
   -6.032000065    8.464306831
   -6.012000084    8.055911064
   -5.992000103    7.642930031
   -5.972000122    7.210315228
   -5.952000141    6.742272854
   -5.932000160    6.255622864
   -5.912000179    5.752048492
   -5.892000198    5.252889156
   -5.872000217    4.791837692
   -5.852000237    4.391425133
   -5.831999779    4.076626301
   -5.811999798    3.866279364
   -5.791999817    3.783380032
   -5.771999836    3.852415085
   -5.751999855    4.090291500
   -5.731999874    4.537650585
   -5.711999893    5.237503529
   -5.691999912    6.253416538
   -5.671999931    7.654903889
   -5.651999950    9.499197006
   -5.631999969   11.827734947
   -5.611999989   14.655553818
   -5.592000008   17.919420242
   -5.572000027   21.550840378
   -5.552000046   25.315975189
