# E (eV)  pdos(E) 
  -15.772000313   15.478799820
  -15.751999855   15.604493141
  -15.732000351   15.621394157
  -15.711999893   15.538491249
  -15.692000389   15.386597633
  -15.671999931   15.196599960
  -15.652000427   14.992303848
  -15.631999969   14.790900230
  -15.612000465   14.622900963
  -15.592000008   14.497103691
  -15.571999550   14.417897224
  -15.552000046   14.385398865
  -15.531999588   14.394197464
  -15.512000084   14.433902740
  -15.491999626   14.492601395
  -15.472000122   14.557095528
  -15.451999664   14.603698730
  -15.432000160   14.622503281
  -15.411999702   14.603900909
  -15.392000198   14.546404839
  -15.371999741   14.472707748
  -15.352000237   14.369501114
  -15.331999779   14.298598289
  -15.312000275   14.264403343
  -15.291999817   14.302999496
  -15.272000313   14.397006035
  -15.251999855   14.568601608
  -15.232000351   14.789198875
  -15.211999893   15.032793045
  -15.192000389   15.270404816
  -15.171999931   15.470205307
  -15.152000427   15.637813568
  -15.131999969   15.744607925
  -15.112000465   15.806004524
  -15.092000008   15.822908401
  -15.071999550   15.801310539
  -15.052000046   15.749909401
  -15.031999588   15.666605949
  -15.012000084   15.542589188
  -14.991999626   15.351803780
  -14.972000122   15.119012833
  -14.951999664   14.803189278
  -14.932000160   14.428700447
  -14.911999702   14.013502121
  -14.892000198   13.598495483
  -14.871999741   13.212601662
  -14.852000237   12.904397011
  -14.831999779   12.713599205
  -14.812000275   12.675598145
  -14.791999817   12.810301781
  -14.772000313   13.121296883
  -14.751999855   13.600297928
  -14.732000351   14.188090324
  -14.711999893   14.857604980
  -14.692000389   15.524104118
  -14.671999931   16.104991913
  -14.652000427   16.569297791
  -14.631999969   16.843307495
  -14.612000465   16.918102264
  -14.592000008   16.811807632
  -14.571999550   16.536699295
  -14.552000046   16.173109055
  -14.531999588   15.773898125
  -14.512000084   15.383895874
  -14.491999626   15.052202225
  -14.472000122   14.810005188
  -14.451999664   14.652992249
  -14.432000160   14.588802338
  -14.411999702   14.611898422
  -14.392000198   14.689203262
  -14.371999741   14.810795784
  -14.352000237   14.964407921
  -14.331999779   15.137306213
  -14.312000275   15.297298431
  -14.291999817   15.435499191
  -14.272000313   15.570605278
  -14.251999855   15.648797035
  -14.232000351   15.671401024
  -14.211999893   15.648602486
  -14.192000389   15.554600716
  -14.171999931   15.404503822
  -14.152000427   15.200102806
  -14.131999969   14.944693565
  -14.112000465   14.666502953
  -14.092000008   14.373907089
  -14.071999550   14.115603447
  -14.052000046   13.897894859
  -14.031999588   13.759999275
  -14.012000084   13.706301689
  -13.991999626   13.757191658
  -13.972000122   13.912905693
  -13.951999664   14.195905685
  -13.932000160   14.592301369
  -13.911999702   15.105099678
  -13.892000198   15.713899612
  -13.871999741   16.406898499
  -13.852000237   17.135398865
  -13.831999779   17.857603073
  -13.812000275   18.522193909
  -13.791999817   19.099002838
  -13.772000313   19.541099548
  -13.751999855   19.813606262
  -13.732000351   19.924802780
  -13.711999893   19.867893219
  -13.692000389   19.683607101
  -13.671999931   19.380796432
  -13.652000427   19.001903534
  -13.631999969   18.581998825
  -13.612000465   18.130294800
  -13.592000008   17.661600113
  -13.571999550   17.207706451
  -13.552000046   16.771003723
  -13.531999588   16.368297577
  -13.512000084   16.027902603
  -13.491999626   15.772000313
  -13.472000122   15.623996735
  -13.451999664   15.608599663
  -13.432000160   15.749202728
  -13.411999702   16.031103134
  -13.392000198   16.461101532
  -13.371999741   16.979890823
  -13.352000237   17.581695557
  -13.331999779   18.212900162
  -13.312000275   18.826301575
  -13.291999817   19.367296219
  -13.272000313   19.834302902
  -13.251999855   20.176893234
  -13.232000351   20.411006927
  -13.211999893   20.532300949
  -13.192000389   20.572498322
  -13.171999931   20.569597244
  -13.152000427   20.557193756
  -13.131999969   20.569892883
  -13.112000465   20.614898682
  -13.092000008   20.687507629
  -13.071999550   20.756902695
  -13.052000046   20.803504944
  -13.031999588   20.780900955
  -13.012000084   20.665210724
  -12.991999626   20.428400040
  -12.972000122   20.086793900
  -12.951999664   19.667896271
  -12.932000160   19.226699829
  -12.911999702   18.828702927
  -12.892000198   18.524398804
  -12.871999741   18.382802963
  -12.852000237   18.429498672
  -12.831999779   18.687797546
  -12.812000275   19.138898849
  -12.791999817   19.746997833
  -12.772000313   20.465503693
  -12.751999855   21.264499664
  -12.732000351   22.074203491
  -12.711999893   22.867498398
  -12.692000389   23.600095749
  -12.671999931   24.258998871
  -12.652000427   24.813301086
  -12.631999969   25.247600555
  -12.612000465   25.552698135
  -12.592000008   25.710996628
  -12.571999550   25.705211639
  -12.552000046   25.540607452
  -12.531999588   25.216613770
  -12.512000084   24.734603882
  -12.491999626   24.108997345
  -12.472000122   23.373897552
  -12.451999664   22.541702271
  -12.432000160   21.638805389
  -12.411999702   20.701002121
  -12.392000198   19.776895523
  -12.371999741   18.927503586
  -12.352000237   18.218603134
  -12.331999779   17.704296112
  -12.312000275   17.469705582
  -12.291999817   17.541101456
  -12.272000313   17.942401886
  -12.251999855   18.683498383
  -12.232000351   19.711500168
  -12.211999893   20.963998795
  -12.192000389   22.345701218
  -12.171999931   23.762094498
  -12.152000427   25.111913681
  -12.131999969   26.284400940
  -12.112000465   27.211904526
  -12.092000008   27.844306946
  -12.071999550   28.144704819
  -12.052000046   28.113508224
  -12.031999588   27.771608353
  -12.012000084   27.191314697
  -11.991999626   26.436813354
  -11.972000122   25.601999283
  -11.951999664   24.797700882
  -11.932000160   24.094110489
  -11.911999702   23.569698334
  -11.892000198   23.246398926
  -11.871999741   23.127794266
  -11.852000237   23.178695679
  -11.831999779   23.332695007
  -11.812000275   23.524196625
  -11.791999817   23.688396454
  -11.772000313   23.786399841
  -11.751999855   23.813899994
  -11.732000351   23.784896851
  -11.711999893   23.739900589
  -11.692000389   23.737297058
  -11.671999931   23.839891434
  -11.652000427   24.083597183
  -11.631999969   24.496791840
  -11.612000465   25.043903351
  -11.592000008   25.723394394
  -11.571999550   26.466604233
  -11.552000046   27.213190079
  -11.531999588   27.904592514
  -11.512000084   28.497999191
  -11.491999626   28.967302322
  -11.472000122   29.307199478
  -11.451999664   29.527801514
  -11.432000160   29.628402710
  -11.411999702   29.634298325
  -11.392000198   29.538385391
  -11.371999741   29.359592438
  -11.352000237   29.107603073
  -11.331999779   28.785495758
  -11.312000275   28.420503616
  -11.291999817   28.043687820
  -11.272000313   27.704492569
  -11.251999855   27.410793304
  -11.232000351   27.228588104
  -11.211999893   27.152700424
  -11.192000389   27.213397980
  -11.171999931   27.397497177
  -11.152000427   27.694591522
  -11.131999969   28.074302673
  -11.112000465   28.491395950
  -11.092000008   28.908908844
  -11.071999550   29.273694992
  -11.052000046   29.562784195
  -11.031999588   29.746803284
  -11.012000084   29.843503952
  -10.991999626   29.848699570
  -10.972000122   29.792102814
  -10.951999664   29.724094391
  -10.932000160   29.676197052
  -10.911999702   29.668594360
  -10.892000198   29.741792679
  -10.871999741   29.909391403
  -10.852000237   30.174291611
  -10.831999779   30.543788910
  -10.812000275   31.014898300
  -10.791999817   31.564294815
  -10.772000313   32.200393677
  -10.751999855   32.871898651
  -10.732000351   33.567699432
  -10.711999893   34.242595673
  -10.692000389   34.863319397
  -10.671999931   35.376403809
  -10.652000427   35.752403259
  -10.631999969   35.961982727
  -10.612000465   35.987102509
  -10.592000008   35.860008240
  -10.571999550   35.589504242
  -10.552000046   35.240787506
  -10.531999588   34.910800934
  -10.512000084   34.687908173
  -10.491999626   34.661998749
  -10.472000122   34.903392792
  -10.451999664   35.457889557
  -10.432000160   36.352210999
  -10.411999702   37.536888123
  -10.392000198   38.960807800
  -10.371999741   40.542480469
  -10.352000237   42.147590637
  -10.331999779   43.691493988
  -10.312000275   45.032211304
  -10.291999817   46.075485229
  -10.272000313   46.745491028
  -10.251999855   46.967987061
  -10.232000351   46.740486145
  -10.211999893   46.082599640
  -10.192000389   45.062492371
  -10.171999931   43.760398865
  -10.152000427   42.300800323
  -10.131999969   40.783901215
  -10.112000465   39.337013245
  -10.092000008   38.047103882
  -10.071999550   36.971179962
  -10.052000046   36.126209259
  -10.031999588   35.490993500
  -10.012000084   35.037998199
   -9.991999626   34.684593201
   -9.972000122   34.393402100
   -9.951999664   34.118297577
   -9.932000160   33.817489624
   -9.911999702   33.487602234
   -9.892000198   33.141094208
   -9.871999741   32.790699005
   -9.852000237   32.456096649
   -9.831999779   32.155597687
   -9.812000275   31.898200989
   -9.791999817   31.676298141
   -9.772000313   31.495298386
   -9.751999855   31.351295471
   -9.732000351   31.228784561
   -9.711999893   31.141780853
   -9.692000389   31.102294922
   -9.671999931   31.083395004
   -9.652000427   31.105695724
   -9.631999969   31.150489807
   -9.612000465   31.190608978
   -9.592000008   31.205398560
   -9.571999550   31.175292969
   -9.552000046   31.061002731
   -9.531999588   30.854099274
   -9.512000084   30.557691574
   -9.491999626   30.151298523
   -9.472000122   29.661296844
   -9.451999664   29.093900681
   -9.432000160   28.483201981
   -9.411999702   27.840202332
   -9.392000198   27.204204559
   -9.371999741   26.599994659
   -9.352000237   26.065828323
   -9.331999779   25.644283295
   -9.312000275   25.345829010
   -9.291999817   25.210453033
   -9.272000313   25.235452652
   -9.251999855   25.397052765
   -9.232000351   25.693738937
   -9.211999893   26.065040588
   -9.192000389   26.450233459
   -9.171999931   26.823303223
   -9.152000427   27.130498886
   -9.131999969   27.352590561
   -9.112000465   27.484384537
   -9.092000008   27.530605316
   -9.071999550   27.511692047
   -9.052000046   27.447298050
   -9.031999588   27.365901947
   -9.012000084   27.288015366
   -8.991999626   27.232919693
   -8.972000122   27.208917618
   -8.951999664   27.210311890
   -8.932000160   27.226663589
   -8.911999702   27.230318069
   -8.892000198   27.182693481
   -8.871999741   27.054426193
   -8.852000237   26.837816238
   -8.831999779   26.514854431
   -8.812000275   26.101493835
   -8.791999817   25.632585526
   -8.772000313   25.140209198
   -8.751999855   24.680093765
   -8.732000351   24.286514282
   -8.711999893   23.991386414
   -8.692000389   23.807348251
   -8.671999931   23.736618042
   -8.652000427   23.759372711
   -8.631999969   23.864288330
   -8.612000465   24.025300980
   -8.592000008   24.228639603
   -8.571999550   24.470792770
   -8.552000046   24.764150620
   -8.531999588   25.097042084
   -8.512000084   25.476062775
   -8.491999626   25.893142700
   -8.472000122   26.322202682
   -8.451999664   26.718759537
   -8.432000160   27.027421951
   -8.411999702   27.195047379
   -8.392000198   27.172189713
   -8.371999741   26.946039200
   -8.352000237   26.494043350
   -8.331999779   25.852546692
   -8.312000275   25.069465637
   -8.291999817   24.215270996
   -8.272000313   23.381341934
   -8.251999855   22.634504318
   -8.232000351   22.051822662
   -8.211999893   21.660917282
   -8.192000389   21.504415512
   -8.171999931   21.585704803
   -8.152000427   21.884313583
   -8.131999969   22.371500015
   -8.112000465   22.995298386
   -8.092000008   23.685756683
   -8.071999550   24.389829636
   -8.052000046   25.025709152
   -8.031999588   25.538515091
   -8.012000084   25.861049652
   -7.992000103   25.989927292
   -7.972000122   25.908441544
   -7.952000141   25.660238266
   -7.932000160   25.271215439
   -7.912000179   24.806179047
   -7.892000198   24.301500320
   -7.872000217   23.812219620
   -7.852000237   23.366804123
   -7.831999779   22.969303131
   -7.811999798   22.651517868
   -7.791999817   22.420154572
   -7.771999836   22.277786255
   -7.751999855   22.235235214
   -7.731999874   22.293184280
   -7.711999893   22.442287445
   -7.691999912   22.662170410
   -7.671999931   22.937404633
   -7.651999950   23.207433701
   -7.631999969   23.436969757
   -7.611999989   23.602619171
   -7.592000008   23.670400620
   -7.572000027   23.626354218
   -7.552000046   23.489706039
   -7.532000065   23.281635284
   -7.512000084   23.025173187
   -7.492000103   22.756212234
   -7.472000122   22.513320923
   -7.452000141   22.308357239
   -7.432000160   22.147096634
   -7.412000179   22.068717957
   -7.392000198   22.046749115
   -7.372000217   22.072751999
   -7.352000237   22.151515961
   -7.331999779   22.275947571
   -7.311999798   22.429363251
   -7.291999817   22.605901718
   -7.271999836   22.795177460
   -7.251999855   22.988647461
   -7.231999874   23.147510529
   -7.211999893   23.260812759
   -7.191999912   23.312019348
   -7.171999931   23.272695541
   -7.151999950   23.152910233
   -7.131999969   22.961864471
   -7.111999989   22.731100082
   -7.092000008   22.480215073
   -7.072000027   22.251819611
   -7.052000046   22.062410355
   -7.032000065   21.923049927
   -7.012000084   21.821693420
   -6.992000103   21.744159698
   -6.972000122   21.672937393
   -6.952000141   21.595584869
   -6.932000160   21.504728317
   -6.912000179   21.421073914
   -6.892000198   21.371479034
   -6.872000217   21.385267258
   -6.852000237   21.481531143
   -6.831999779   21.681974411
   -6.811999798   21.968822479
   -6.791999817   22.311283112
   -6.771999836   22.668603897
   -6.751999855   23.001668930
   -6.731999874   23.263330460
   -6.711999893   23.436332703
   -6.691999912   23.499403000
   -6.671999931   23.489316940
   -6.651999950   23.410881042
   -6.631999969   23.292066574
   -6.611999989   23.170883179
   -6.592000008   23.057451248
   -6.572000027   22.950899124
   -6.552000046   22.848381042
   -6.532000065   22.709012985
   -6.512000084   22.520875931
   -6.492000103   22.272003174
   -6.472000122   21.940399170
   -6.452000141   21.542034149
   -6.432000160   21.079872131
   -6.412000179   20.581863403
   -6.392000198   20.046005249
   -6.372000217   19.519289017
   -6.352000237   19.005723953
   -6.331999779   18.510353088
   -6.311999798   18.065208435
   -6.291999817   17.675334930
   -6.271999836   17.349748611
   -6.251999855   17.100463867
   -6.231999874   16.927469254
   -6.211999893   16.816736221
   -6.191999912   16.741237640
   -6.171999931   16.675924301
   -6.151999950   16.589765549
   -6.131999969   16.449729919
   -6.111999989   16.234771729
   -6.092000008   15.963870049
   -6.072000027   15.624006271
   -6.052000046   15.261131287
   -6.032000065   14.895228386
   -6.012000084   14.549285889
   -5.992000103   14.274284363
   -5.972000122   14.072212219
   -5.952000141   13.965077400
   -5.932000160   13.946900368
   -5.912000179   14.016674042
   -5.892000198   14.156442642
   -5.872000217   14.361213684
   -5.852000237   14.595001221
   -5.831999779   14.858821869
   -5.811999798   15.137690544
   -5.791999817   15.437599182
   -5.771999836   15.758566856
   -5.751999855   16.114593506
   -5.731999874   16.520681381
   -5.711999893   16.978828430
   -5.691999912   17.498065948
   -5.671999931   18.070375443
   -5.651999950   18.667774200
   -5.631999969   19.283285141
   -5.611999989   19.883882523
   -5.592000008   20.439571381
   -5.572000027   20.932332993
   -5.552000046   21.334135056
   -5.532000065   21.628934860
