#  E (eV)   dos(E)     Int dos(E)
-36.800  0.2640E-83  0.3490E-82
-36.780  0.2640E-83  0.3495E-82
-36.760  0.2640E-83  0.3500E-82
-36.740  0.2640E-83  0.3506E-82
-36.720  0.2640E-83  0.3511E-82
-36.700  0.2640E-83  0.3516E-82
-36.680  0.2640E-83  0.3521E-82
-36.660  0.2640E-83  0.3527E-82
-36.640  0.2640E-83  0.3532E-82
-36.620  0.2640E-83  0.3537E-82
-36.600  0.2640E-83  0.3543E-82
-36.580  0.2640E-83  0.3548E-82
-36.560  0.2640E-83  0.3553E-82
-36.540  0.2640E-83  0.3558E-82
-36.520  0.2640E-83  0.3564E-82
-36.500  0.2640E-83  0.3569E-82
-36.480  0.2640E-83  0.3574E-82
-36.460  0.2640E-83  0.3580E-82
-36.440  0.2640E-83  0.3585E-82
-36.420  0.2640E-83  0.3590E-82
-36.400  0.2640E-83  0.3595E-82
-36.380  0.2640E-83  0.3601E-82
-36.360  0.2640E-83  0.3606E-82
-36.340  0.2640E-83  0.3611E-82
-36.320  0.2640E-83  0.3616E-82
-36.300  0.2640E-83  0.3622E-82
-36.280  0.2640E-83  0.3627E-82
-36.260  0.2640E-83  0.3632E-82
-36.240  0.2640E-83  0.3638E-82
-36.220  0.2640E-83  0.3643E-82
-36.200  0.2640E-83  0.3648E-82
-36.180  0.2640E-83  0.3653E-82
-36.160  0.2640E-83  0.3659E-82
-36.140  0.2640E-83  0.3664E-82
-36.120  0.2640E-83  0.3669E-82
-36.100  0.2640E-83  0.3675E-82
-36.080  0.2640E-83  0.3680E-82
-36.060  0.2640E-83  0.3685E-82
-36.040  0.2640E-83  0.3690E-82
-36.020  0.2640E-83  0.3696E-82
-36.000  0.2640E-83  0.3701E-82
-35.980  0.2640E-83  0.3706E-82
-35.960  0.2640E-83  0.3712E-82
-35.940  0.2640E-83  0.3717E-82
-35.920  0.2640E-83  0.3722E-82
-35.900  0.2640E-83  0.3727E-82
-35.880  0.2640E-83  0.3733E-82
-35.860  0.2640E-83  0.3738E-82
-35.840  0.2640E-83  0.3743E-82
-35.820  0.2640E-83  0.3748E-82
-35.800  0.2640E-83  0.3754E-82
-35.780  0.2640E-83  0.3759E-82
-35.760  0.2640E-83  0.3764E-82
-35.740  0.2640E-83  0.3770E-82
-35.720  0.2640E-83  0.3775E-82
-35.700  0.2640E-83  0.3780E-82
-35.680  0.2640E-83  0.3785E-82
-35.660  0.2640E-83  0.3791E-82
-35.640  0.2640E-83  0.3796E-82
-35.620  0.2640E-83  0.3801E-82
-35.600  0.2640E-83  0.3807E-82
-35.580  0.2640E-83  0.3812E-82
-35.560  0.2640E-83  0.3817E-82
-35.540  0.2640E-83  0.3822E-82
-35.520  0.2640E-83  0.3828E-82
-35.500  0.2640E-83  0.3833E-82
-35.480  0.2640E-83  0.3838E-82
-35.460  0.2640E-83  0.3844E-82
-35.440  0.2640E-83  0.3849E-82
-35.420  0.2640E-83  0.3854E-82
-35.400  0.2640E-83  0.3859E-82
-35.380  0.2640E-83  0.3865E-82
-35.360  0.2640E-83  0.3870E-82
-35.340  0.2640E-83  0.3875E-82
-35.320  0.2640E-83  0.3880E-82
-35.300  0.2640E-83  0.3886E-82
-35.280  0.2640E-83  0.3891E-82
-35.260  0.2640E-83  0.3896E-82
-35.240  0.2640E-83  0.3902E-82
-35.220  0.2640E-83  0.3907E-82
-35.200  0.2640E-83  0.3912E-82
-35.180  0.2640E-83  0.3917E-82
-35.160  0.2640E-83  0.3923E-82
-35.140  0.2640E-83  0.3928E-82
-35.120  0.2640E-83  0.3933E-82
-35.100  0.2640E-83  0.3939E-82
-35.080  0.2640E-83  0.3944E-82
-35.060  0.2640E-83  0.3949E-82
-35.040  0.2640E-83  0.3954E-82
-35.020  0.2640E-83  0.3960E-82
-35.000  0.2640E-83  0.3965E-82
-34.980  0.2640E-83  0.3970E-82
-34.960  0.2640E-83  0.3975E-82
-34.940  0.2640E-83  0.3981E-82
-34.920  0.2640E-83  0.3986E-82
-34.900  0.2640E-83  0.3991E-82
-34.880  0.2640E-83  0.3997E-82
-34.860  0.2640E-83  0.4002E-82
-34.840  0.2640E-83  0.4007E-82
-34.820  0.2640E-83  0.4012E-82
-34.800  0.2640E-83  0.4018E-82
-34.780  0.2640E-83  0.4023E-82
-34.760  0.2640E-83  0.4028E-82
-34.740  0.2640E-83  0.4034E-82
-34.720  0.2640E-83  0.4039E-82
-34.700  0.2640E-83  0.4044E-82
-34.680  0.2640E-83  0.4049E-82
-34.660  0.2640E-83  0.4055E-82
-34.640  0.2640E-83  0.4060E-82
-34.620  0.2640E-83  0.4065E-82
-34.600  0.2640E-83  0.4071E-82
-34.580  0.2640E-83  0.4076E-82
-34.560  0.2640E-83  0.4081E-82
-34.540  0.2640E-83  0.4086E-82
-34.520  0.2640E-83  0.4092E-82
-34.500  0.2640E-83  0.4097E-82
-34.480  0.2640E-83  0.4102E-82
-34.460  0.2640E-83  0.4107E-82
-34.440  0.2640E-83  0.4113E-82
-34.420  0.2640E-83  0.4118E-82
-34.400  0.2640E-83  0.4123E-82
-34.380  0.2640E-83  0.4129E-82
-34.360  0.2640E-83  0.4134E-82
-34.340  0.2640E-83  0.4139E-82
-34.320  0.2640E-83  0.4144E-82
-34.300  0.2640E-83  0.4150E-82
-34.280  0.2640E-83  0.4155E-82
-34.260  0.2640E-83  0.4160E-82
-34.240  0.2640E-83  0.4166E-82
-34.220  0.2640E-83  0.4171E-82
-34.200  0.2640E-83  0.4176E-82
-34.180  0.2640E-83  0.4181E-82
-34.160  0.2640E-83  0.4187E-82
-34.140  0.2640E-83  0.4192E-82
-34.120  0.2640E-83  0.4197E-82
-34.100  0.2640E-83  0.4203E-82
-34.080  0.2640E-83  0.4208E-82
-34.060  0.2640E-83  0.4213E-82
-34.040  0.2640E-83  0.4218E-82
-34.020  0.2640E-83  0.4224E-82
-34.000  0.2640E-83  0.4229E-82
-33.980  0.2640E-83  0.4234E-82
-33.960  0.2640E-83  0.4239E-82
-33.940  0.2640E-83  0.4245E-82
-33.920  0.2640E-83  0.4250E-82
-33.900  0.2640E-83  0.4255E-82
-33.880  0.2640E-83  0.4261E-82
-33.860  0.2640E-83  0.4266E-82
-33.840  0.2640E-83  0.4271E-82
-33.820  0.2640E-83  0.4276E-82
-33.800  0.2640E-83  0.4282E-82
-33.780  0.2640E-83  0.4287E-82
-33.760  0.2640E-83  0.4292E-82
-33.740  0.2640E-83  0.4298E-82
-33.720  0.2640E-83  0.4303E-82
-33.700  0.2640E-83  0.4308E-82
-33.680  0.2640E-83  0.4313E-82
-33.660  0.2640E-83  0.4319E-82
-33.640  0.2640E-83  0.4324E-82
-33.620  0.2640E-83  0.4329E-82
-33.600  0.2640E-83  0.4335E-82
-33.580  0.2640E-83  0.4340E-82
-33.560  0.2640E-83  0.4345E-82
-33.540  0.2640E-83  0.4350E-82
-33.520  0.2640E-83  0.4356E-82
-33.500  0.2640E-83  0.4361E-82
-33.480  0.2640E-83  0.4366E-82
-33.460  0.2640E-83  0.4371E-82
-33.440  0.2640E-83  0.4377E-82
-33.420  0.2640E-83  0.4382E-82
-33.400  0.2640E-83  0.4387E-82
-33.380  0.2640E-83  0.4393E-82
-33.360  0.2640E-83  0.4398E-82
-33.340  0.2640E-83  0.4403E-82
-33.320  0.2640E-83  0.4408E-82
-33.300  0.2640E-83  0.4414E-82
-33.280  0.2640E-83  0.4419E-82
-33.260  0.2640E-83  0.4424E-82
-33.240  0.2640E-83  0.4430E-82
-33.220  0.2640E-83  0.4435E-82
-33.200  0.2640E-83  0.4440E-82
-33.180  0.2640E-83  0.4445E-82
-33.160  0.2640E-83  0.4451E-82
-33.140  0.2640E-83  0.4456E-82
-33.120  0.2640E-83  0.4461E-82
-33.100  0.2640E-83  0.4466E-82
-33.080  0.2640E-83  0.4472E-82
-33.060  0.2640E-83  0.4477E-82
-33.040  0.2640E-83  0.4482E-82
-33.020  0.2640E-83  0.4488E-82
-33.000  0.2640E-83  0.4493E-82
-32.980  0.2640E-83  0.4498E-82
-32.960  0.2640E-83  0.4503E-82
-32.940  0.2640E-83  0.4509E-82
-32.920  0.2640E-83  0.4514E-82
-32.900  0.2640E-83  0.4519E-82
-32.880  0.2640E-83  0.4525E-82
-32.860  0.2640E-83  0.4530E-82
-32.840  0.2640E-83  0.4535E-82
-32.820  0.2640E-83  0.4540E-82
-32.800  0.2640E-83  0.4546E-82
-32.780  0.2640E-83  0.4551E-82
-32.760  0.2640E-83  0.4556E-82
-32.740  0.2640E-83  0.4562E-82
-32.720  0.2640E-83  0.4567E-82
-32.700  0.2640E-83  0.4572E-82
-32.680  0.2640E-83  0.4577E-82
-32.660  0.2640E-83  0.4583E-82
-32.640  0.2640E-83  0.4588E-82
-32.620  0.2640E-83  0.4593E-82
-32.600  0.2640E-83  0.4598E-82
-32.580  0.2640E-83  0.4604E-82
-32.560  0.2640E-83  0.4609E-82
-32.540  0.2640E-83  0.4614E-82
-32.520  0.2640E-83  0.4620E-82
-32.500  0.2640E-83  0.4625E-82
-32.480  0.2640E-83  0.4630E-82
-32.460  0.2640E-83  0.4635E-82
-32.440  0.2640E-83  0.4641E-82
-32.420  0.2640E-83  0.4646E-82
-32.400  0.2640E-83  0.4651E-82
-32.380  0.2640E-83  0.4657E-82
-32.360  0.2640E-83  0.4662E-82
-32.340  0.2640E-83  0.4667E-82
-32.320  0.2640E-83  0.4672E-82
-32.300  0.2640E-83  0.4678E-82
-32.280  0.2640E-83  0.4683E-82
-32.260  0.2640E-83  0.4688E-82
-32.240  0.2640E-83  0.4694E-82
-32.220  0.2640E-83  0.4699E-82
-32.200  0.2640E-83  0.4704E-82
-32.180  0.2640E-83  0.4709E-82
-32.160  0.2640E-83  0.4715E-82
-32.140  0.2640E-83  0.4720E-82
-32.120  0.2640E-83  0.4725E-82
-32.100  0.2640E-83  0.4730E-82
-32.080  0.2640E-83  0.4736E-82
-32.060  0.2640E-83  0.4741E-82
-32.040  0.2640E-83  0.4746E-82
-32.020  0.2640E-83  0.4752E-82
-32.000  0.2640E-83  0.4757E-82
-31.980  0.2640E-83  0.4762E-82
-31.960  0.2640E-83  0.4767E-82
-31.940  0.2640E-83  0.4773E-82
-31.920  0.2640E-83  0.4778E-82
-31.900  0.2640E-83  0.4783E-82
-31.880  0.2640E-83  0.4789E-82
-31.860  0.2640E-83  0.4794E-82
-31.840  0.2640E-83  0.4799E-82
-31.820  0.2640E-83  0.4804E-82
-31.800  0.2640E-83  0.4810E-82
-31.780  0.2640E-83  0.4815E-82
-31.760  0.2640E-83  0.4820E-82
-31.740  0.2640E-83  0.4825E-82
-31.720  0.2640E-83  0.4831E-82
-31.700  0.2640E-83  0.4836E-82
-31.680  0.2640E-83  0.4841E-82
-31.660  0.2640E-83  0.4847E-82
-31.640  0.2640E-83  0.4852E-82
-31.620  0.2640E-83  0.4857E-82
-31.600  0.2640E-83  0.4862E-82
-31.580  0.2640E-83  0.4868E-82
-31.560  0.2640E-83  0.4873E-82
-31.540  0.2640E-83  0.4878E-82
-31.520  0.2640E-83  0.4884E-82
-31.500  0.2640E-83  0.4889E-82
-31.480  0.2640E-83  0.4894E-82
-31.460  0.2640E-83  0.4899E-82
-31.440  0.2640E-83  0.4905E-82
-31.420  0.2640E-83  0.4910E-82
-31.400  0.2640E-83  0.4915E-82
-31.380  0.2640E-83  0.4921E-82
-31.360  0.2640E-83  0.4926E-82
-31.340  0.2640E-83  0.4931E-82
-31.320  0.2640E-83  0.4936E-82
-31.300  0.2640E-83  0.4942E-82
-31.280  0.2640E-83  0.4947E-82
-31.260  0.2640E-83  0.4952E-82
-31.240  0.2640E-83  0.4957E-82
-31.220  0.2640E-83  0.4963E-82
-31.200  0.2640E-83  0.4968E-82
-31.180  0.2640E-83  0.4973E-82
-31.160  0.2640E-83  0.4979E-82
-31.140  0.2640E-83  0.4984E-82
-31.120  0.2640E-83  0.4989E-82
-31.100  0.2640E-83  0.4994E-82
-31.080  0.2640E-83  0.5000E-82
-31.060  0.2640E-83  0.5005E-82
-31.040  0.2640E-83  0.5010E-82
-31.020  0.2640E-83  0.5016E-82
-31.000  0.2640E-83  0.5021E-82
-30.980  0.2640E-83  0.5026E-82
-30.960  0.2640E-83  0.5031E-82
-30.940  0.2640E-83  0.5037E-82
-30.920  0.2640E-83  0.5042E-82
-30.900  0.2640E-83  0.5047E-82
-30.880  0.2640E-83  0.5053E-82
-30.860  0.2640E-83  0.5058E-82
-30.840  0.2640E-83  0.5063E-82
-30.820  0.2640E-83  0.5068E-82
-30.800  0.2640E-83  0.5074E-82
-30.780  0.2640E-83  0.5079E-82
-30.760  0.2640E-83  0.5084E-82
-30.740  0.2640E-83  0.5089E-82
-30.720  0.2640E-83  0.5095E-82
-30.700  0.2640E-83  0.5100E-82
-30.680  0.2640E-83  0.5105E-82
-30.660  0.2640E-83  0.5111E-82
-30.640  0.2640E-83  0.5116E-82
-30.620  0.2640E-83  0.5121E-82
-30.600  0.2640E-83  0.5126E-82
-30.580  0.2640E-83  0.5132E-82
-30.560  0.2640E-83  0.5137E-82
-30.540  0.2640E-83  0.5142E-82
-30.520  0.2640E-83  0.5148E-82
-30.500  0.2640E-83  0.5153E-82
-30.480  0.2640E-83  0.5158E-82
-30.460  0.2640E-83  0.5163E-82
-30.440  0.2640E-83  0.5169E-82
-30.420  0.2640E-83  0.5174E-82
-30.400  0.2640E-83  0.5179E-82
-30.380  0.2640E-83  0.5185E-82
-30.360  0.2640E-83  0.5190E-82
-30.340  0.2640E-83  0.5195E-82
-30.320  0.2640E-83  0.5200E-82
-30.300  0.2640E-83  0.5206E-82
-30.280  0.2640E-83  0.5211E-82
-30.260  0.2640E-83  0.5216E-82
-30.240  0.2640E-83  0.5221E-82
-30.220  0.2640E-83  0.5227E-82
-30.200  0.2640E-83  0.5232E-82
-30.180  0.2640E-83  0.5237E-82
-30.160  0.2640E-83  0.5243E-82
-30.140  0.2640E-83  0.5248E-82
-30.120  0.2640E-83  0.5253E-82
-30.100  0.2640E-83  0.5258E-82
-30.080  0.2640E-83  0.5264E-82
-30.060  0.2640E-83  0.5269E-82
-30.040  0.2640E-83  0.5274E-82
-30.020  0.2640E-83  0.5280E-82
-30.000  0.2640E-83  0.5285E-82
-29.980  0.2640E-83  0.5290E-82
-29.960  0.2640E-83  0.5295E-82
-29.940  0.2640E-83  0.5301E-82
-29.920  0.2640E-83  0.5306E-82
-29.900  0.2640E-83  0.5311E-82
-29.880  0.2640E-83  0.5316E-82
-29.860  0.2640E-83  0.5322E-82
-29.840  0.2640E-83  0.5327E-82
-29.820  0.2640E-83  0.5332E-82
-29.800  0.2640E-83  0.5338E-82
-29.780  0.2640E-83  0.5343E-82
-29.760  0.2640E-83  0.5348E-82
-29.740  0.2640E-83  0.5353E-82
-29.720  0.2640E-83  0.5359E-82
-29.700  0.2640E-83  0.5364E-82
-29.680  0.2640E-83  0.5369E-82
-29.660  0.2640E-83  0.5375E-82
-29.640  0.2640E-83  0.5380E-82
-29.620  0.2640E-83  0.5385E-82
-29.600  0.2640E-83  0.5390E-82
-29.580  0.2640E-83  0.5396E-82
-29.560  0.2640E-83  0.5401E-82
-29.540  0.2640E-83  0.5406E-82
-29.520  0.2640E-83  0.5412E-82
-29.500  0.2640E-83  0.5417E-82
-29.480  0.2640E-83  0.5422E-82
-29.460  0.2640E-83  0.5427E-82
-29.440  0.2640E-83  0.5433E-82
-29.420  0.2640E-83  0.5438E-82
-29.400  0.2640E-83  0.5443E-82
-29.380  0.2640E-83  0.5448E-82
-29.360  0.2640E-83  0.5454E-82
-29.340  0.2640E-83  0.5459E-82
-29.320  0.2640E-83  0.5464E-82
-29.300  0.2640E-83  0.5470E-82
-29.280  0.2640E-83  0.5475E-82
-29.260  0.2640E-83  0.5480E-82
-29.240  0.2640E-83  0.5485E-82
-29.220  0.2640E-83  0.5491E-82
-29.200  0.2640E-83  0.5496E-82
-29.180  0.2640E-83  0.5501E-82
-29.160  0.2640E-83  0.5507E-82
-29.140  0.2640E-83  0.5512E-82
-29.120  0.2640E-83  0.5517E-82
-29.100  0.2640E-83  0.5522E-82
-29.080  0.2640E-83  0.5528E-82
-29.060  0.2640E-83  0.5533E-82
-29.040  0.2640E-83  0.5538E-82
-29.020  0.2640E-83  0.5544E-82
-29.000  0.2640E-83  0.5549E-82
-28.980  0.2640E-83  0.5554E-82
-28.960  0.2640E-83  0.5559E-82
-28.940  0.2640E-83  0.5565E-82
-28.920  0.2640E-83  0.5570E-82
-28.900  0.2640E-83  0.5575E-82
-28.880  0.2640E-83  0.5580E-82
-28.860  0.2640E-83  0.5586E-82
-28.840  0.2640E-83  0.5591E-82
-28.820  0.2640E-83  0.5596E-82
-28.800  0.2640E-83  0.5602E-82
-28.780  0.2640E-83  0.5607E-82
-28.760  0.2640E-83  0.5612E-82
-28.740  0.2640E-83  0.5617E-82
-28.720  0.2640E-83  0.5623E-82
-28.700  0.2640E-83  0.5628E-82
-28.680  0.2640E-83  0.5633E-82
-28.660  0.2640E-83  0.5639E-82
-28.640  0.2640E-83  0.5644E-82
-28.620  0.2640E-83  0.5649E-82
-28.600  0.2640E-83  0.5654E-82
-28.580  0.2640E-83  0.5660E-82
-28.560  0.2640E-83  0.5665E-82
-28.540  0.2640E-83  0.5670E-82
-28.520  0.2640E-83  0.5676E-82
-28.500  0.2640E-83  0.5681E-82
-28.480  0.2640E-83  0.5686E-82
-28.460  0.2640E-83  0.5691E-82
-28.440  0.2640E-83  0.5697E-82
-28.420  0.2640E-83  0.5702E-82
-28.400  0.2640E-83  0.5707E-82
-28.380  0.2640E-83  0.5712E-82
-28.360  0.2640E-83  0.5718E-82
-28.340  0.2640E-83  0.5723E-82
-28.320  0.2640E-83  0.5728E-82
-28.300  0.2640E-83  0.5734E-82
-28.280  0.2640E-83  0.5739E-82
-28.260  0.2640E-83  0.5744E-82
-28.240  0.2640E-83  0.5749E-82
-28.220  0.2640E-83  0.5755E-82
-28.200  0.2640E-83  0.5760E-82
-28.180  0.2640E-83  0.5765E-82
-28.160  0.2640E-83  0.5771E-82
-28.140  0.2640E-83  0.5776E-82
-28.120  0.2640E-83  0.5781E-82
-28.100  0.2640E-83  0.5786E-82
-28.080  0.2640E-83  0.5792E-82
-28.060  0.2640E-83  0.5797E-82
-28.040  0.2640E-83  0.5802E-82
-28.020  0.2640E-83  0.5807E-82
-28.000  0.2640E-83  0.5813E-82
-27.980  0.2640E-83  0.5818E-82
-27.960  0.2640E-83  0.5823E-82
-27.940  0.2640E-83  0.5829E-82
-27.920  0.2640E-83  0.5834E-82
-27.900  0.2640E-83  0.5839E-82
-27.880  0.2640E-83  0.5844E-82
-27.860  0.2640E-83  0.5850E-82
-27.840  0.2640E-83  0.5855E-82
-27.820  0.2640E-83  0.5860E-82
-27.800  0.2640E-83  0.5866E-82
-27.780  0.2640E-83  0.5871E-82
-27.760  0.2640E-83  0.5876E-82
-27.740  0.2640E-83  0.5881E-82
-27.720  0.2640E-83  0.5887E-82
-27.700  0.2640E-83  0.5892E-82
-27.680  0.2640E-83  0.5897E-82
-27.660  0.2640E-83  0.5903E-82
-27.640  0.2640E-83  0.5908E-82
-27.620  0.2640E-83  0.5913E-82
-27.600  0.2640E-83  0.5918E-82
-27.580  0.2640E-83  0.5924E-82
-27.560  0.2640E-83  0.5929E-82
-27.540  0.2640E-83  0.5934E-82
-27.520  0.2640E-83  0.5939E-82
-27.500  0.2640E-83  0.5945E-82
-27.480  0.2640E-83  0.5950E-82
-27.460  0.2640E-83  0.5955E-82
-27.440  0.2640E-83  0.5961E-82
-27.420  0.2640E-83  0.5966E-82
-27.400  0.2640E-83  0.5971E-82
-27.380  0.2640E-83  0.5976E-82
-27.360  0.2640E-83  0.5982E-82
-27.340  0.2640E-83  0.5987E-82
-27.320  0.2640E-83  0.5992E-82
-27.300  0.2640E-83  0.5998E-82
-27.280  0.2640E-83  0.6003E-82
-27.260  0.2640E-83  0.6008E-82
-27.240  0.2640E-83  0.6013E-82
-27.220  0.2640E-83  0.6019E-82
-27.200  0.2640E-83  0.6024E-82
-27.180  0.2640E-83  0.6029E-82
-27.160  0.2640E-83  0.6035E-82
-27.140  0.2640E-83  0.6040E-82
-27.120  0.2640E-83  0.6045E-82
-27.100  0.2640E-83  0.6050E-82
-27.080  0.2640E-83  0.6056E-82
-27.060  0.2640E-83  0.6061E-82
-27.040  0.2640E-83  0.6066E-82
-27.020  0.2640E-83  0.6071E-82
-27.000  0.2640E-83  0.6077E-82
-26.980  0.2640E-83  0.6082E-82
-26.960  0.2640E-83  0.6087E-82
-26.940  0.2640E-83  0.6093E-82
-26.920  0.2640E-83  0.6098E-82
-26.900  0.2640E-83  0.6103E-82
-26.880  0.2640E-83  0.6108E-82
-26.860  0.2640E-83  0.6114E-82
-26.840  0.2640E-83  0.6119E-82
-26.820  0.2640E-83  0.6124E-82
-26.800  0.2640E-83  0.6130E-82
-26.780  0.2640E-83  0.6135E-82
-26.760  0.2640E-83  0.6140E-82
-26.740  0.2640E-83  0.6145E-82
-26.720  0.2640E-83  0.6151E-82
-26.700  0.2640E-83  0.6156E-82
-26.680  0.2640E-83  0.6161E-82
-26.660  0.2640E-83  0.6166E-82
-26.640  0.2640E-83  0.6172E-82
-26.620  0.2640E-83  0.6177E-82
-26.600  0.2640E-83  0.6182E-82
-26.580  0.2640E-83  0.6188E-82
-26.560  0.2640E-83  0.6193E-82
-26.540  0.2640E-83  0.6198E-82
-26.520  0.2640E-83  0.6203E-82
-26.500  0.2640E-83  0.6209E-82
-26.480  0.2640E-83  0.6214E-82
-26.460  0.2640E-83  0.6219E-82
-26.440  0.2640E-83  0.6225E-82
-26.420  0.2640E-83  0.6230E-82
-26.400  0.2640E-83  0.6235E-82
-26.380  0.2640E-83  0.6240E-82
-26.360  0.2640E-83  0.6246E-82
-26.340  0.2640E-83  0.6251E-82
-26.320  0.2640E-83  0.6256E-82
-26.300  0.2640E-83  0.6262E-82
-26.280  0.2640E-83  0.6267E-82
-26.260  0.2640E-83  0.6272E-82
-26.240  0.2640E-83  0.6277E-82
-26.220  0.2640E-83  0.6283E-82
-26.200  0.2640E-83  0.6288E-82
-26.180  0.2640E-83  0.6293E-82
-26.160  0.2640E-83  0.6298E-82
-26.140  0.2640E-83  0.6304E-82
-26.120  0.2640E-83  0.6309E-82
-26.100  0.2640E-83  0.6314E-82
-26.080  0.2640E-83  0.6320E-82
-26.060  0.2640E-83  0.6325E-82
-26.040  0.2640E-83  0.6330E-82
-26.020  0.2640E-83  0.6335E-82
-26.000  0.2640E-83  0.6341E-82
-25.980  0.2640E-83  0.6346E-82
-25.960  0.2640E-83  0.6351E-82
-25.940  0.2640E-83  0.6357E-82
-25.920  0.2640E-83  0.6362E-82
-25.900  0.2640E-83  0.6367E-82
-25.880  0.2640E-83  0.6372E-82
-25.860  0.2640E-83  0.6378E-82
-25.840  0.2640E-83  0.6383E-82
-25.820  0.2640E-83  0.6388E-82
-25.800  0.2640E-83  0.6394E-82
-25.780  0.2640E-83  0.6399E-82
-25.760  0.2640E-83  0.6404E-82
-25.740  0.2640E-83  0.6409E-82
-25.720  0.2640E-83  0.6415E-82
-25.700  0.2640E-83  0.6420E-82
-25.680  0.2640E-83  0.6425E-82
-25.660  0.2640E-83  0.6430E-82
-25.640  0.2640E-83  0.6436E-82
-25.620  0.2640E-83  0.6441E-82
-25.600  0.2640E-83  0.6446E-82
-25.580  0.2640E-83  0.6452E-82
-25.560  0.2640E-83  0.6457E-82
-25.540  0.2640E-83  0.6462E-82
-25.520  0.2640E-83  0.6467E-82
-25.500  0.2640E-83  0.6473E-82
-25.480  0.2640E-83  0.6478E-82
-25.460  0.2640E-83  0.6483E-82
-25.440  0.2640E-83  0.6489E-82
-25.420  0.2640E-83  0.6494E-82
-25.400  0.2640E-83  0.6499E-82
-25.380  0.2640E-83  0.6504E-82
-25.360  0.2640E-83  0.6510E-82
-25.340  0.2640E-83  0.6515E-82
-25.320  0.2640E-83  0.6520E-82
-25.300  0.2640E-83  0.6526E-82
-25.280  0.2640E-83  0.6531E-82
-25.260  0.2640E-83  0.6536E-82
-25.240  0.2640E-83  0.6541E-82
-25.220  0.2640E-83  0.6547E-82
-25.200  0.2640E-83  0.6552E-82
-25.180  0.2640E-83  0.6557E-82
-25.160  0.2640E-83  0.6562E-82
-25.140  0.2640E-83  0.6568E-82
-25.120  0.2640E-83  0.6573E-82
-25.100  0.2640E-83  0.6578E-82
-25.080  0.2640E-83  0.6584E-82
-25.060  0.2640E-83  0.6589E-82
-25.040  0.2640E-83  0.6594E-82
-25.020  0.2640E-83  0.6599E-82
-25.000  0.2640E-83  0.6605E-82
-24.980  0.2640E-83  0.6610E-82
-24.960  0.2640E-83  0.6615E-82
-24.940  0.2640E-83  0.6621E-82
-24.920  0.2640E-83  0.6626E-82
-24.900  0.2640E-83  0.6631E-82
-24.880  0.2640E-83  0.6636E-82
-24.860  0.2640E-83  0.6642E-82
-24.840  0.2640E-83  0.6647E-82
-24.820  0.2640E-83  0.6652E-82
-24.800  0.2640E-83  0.6657E-82
-24.780  0.2640E-83  0.6663E-82
-24.760  0.2640E-83  0.6668E-82
-24.740  0.2640E-83  0.6673E-82
-24.720  0.2640E-83  0.6679E-82
-24.700  0.2640E-83  0.6684E-82
-24.680  0.2640E-83  0.6689E-82
-24.660  0.2640E-83  0.6694E-82
-24.640  0.2640E-83  0.6700E-82
-24.620  0.2640E-83  0.6705E-82
-24.600  0.2640E-83  0.6710E-82
-24.580  0.2640E-83  0.6716E-82
-24.560  0.2640E-83  0.6721E-82
-24.540  0.2640E-83  0.6726E-82
-24.520  0.2640E-83  0.6731E-82
-24.500  0.2640E-83  0.6737E-82
-24.480  0.2640E-83  0.6742E-82
-24.460  0.2640E-83  0.6747E-82
-24.440  0.2640E-83  0.6753E-82
-24.420  0.2640E-83  0.6758E-82
-24.400  0.2640E-83  0.6763E-82
-24.380  0.2640E-83  0.6768E-82
-24.360  0.2640E-83  0.6774E-82
-24.340  0.2640E-83  0.6779E-82
-24.320  0.2640E-83  0.6784E-82
-24.300  0.2640E-83  0.6789E-82
-24.280  0.2640E-83  0.6795E-82
-24.260  0.2640E-83  0.6800E-82
-24.240  0.2640E-83  0.6805E-82
-24.220  0.2640E-83  0.6811E-82
-24.200  0.2640E-83  0.6816E-82
-24.180  0.2640E-83  0.6821E-82
-24.160  0.2640E-83  0.6826E-82
-24.140  0.2640E-83  0.6832E-82
-24.120  0.2640E-83  0.6837E-82
-24.100  0.2640E-83  0.6842E-82
-24.080  0.2640E-83  0.6848E-82
-24.060  0.2640E-83  0.6853E-82
-24.040  0.2640E-83  0.6858E-82
-24.020  0.2640E-83  0.6863E-82
-24.000  0.2640E-83  0.6869E-82
-23.980  0.2640E-83  0.6874E-82
-23.960  0.2640E-83  0.6879E-82
-23.940  0.2640E-83  0.6885E-82
-23.920  0.2640E-83  0.6890E-82
-23.900  0.2640E-83  0.6895E-82
-23.880  0.2640E-83  0.6900E-82
-23.860  0.2640E-83  0.6906E-82
-23.840  0.2640E-83  0.6911E-82
-23.820  0.2652E-83  0.6916E-82
-23.800  0.3475E-83  0.6923E-82
-23.780  0.5160E-82  0.7026E-82
-23.760  0.2741E-80  0.1251E-81
-23.740  0.1467E-78  0.3059E-80
-23.720  0.7524E-77  0.1535E-78
-23.700  0.3697E-75  0.7548E-77
-23.680  0.1740E-73  0.3555E-75
-23.660  0.7843E-72  0.1604E-73
-23.640  0.3386E-70  0.6933E-72
-23.620  0.1400E-68  0.2870E-70
-23.600  0.5547E-67  0.1138E-68
-23.580  0.2105E-65  0.4323E-67
-23.560  0.7649E-64  0.1573E-65
-23.540  0.2662E-62  0.5482E-64
-23.520  0.8876E-61  0.1830E-62
