#  E (eV)   dos(E)     Int dos(E)
-23.500  0.2835E-59  0.5852E-61
-23.480  0.8670E-58  0.1793E-59
-23.460  0.2540E-56  0.5260E-58
-23.440  0.7129E-55  0.1478E-56
-23.420  0.1916E-53  0.3981E-55
-23.400  0.4935E-52  0.1027E-53
-23.380  0.1217E-50  0.2537E-52
-23.360  0.2875E-49  0.6004E-51
-23.340  0.6507E-48  0.1361E-49
-23.320  0.1410E-46  0.2957E-48
-23.300  0.2928E-45  0.6153E-47
-23.280  0.5825E-44  0.1226E-45
-23.260  0.1110E-42  0.2342E-44
-23.240  0.2025E-41  0.4284E-43
-23.220  0.3540E-40  0.7509E-42
-23.200  0.5929E-39  0.1261E-40
-23.180  0.9510E-38  0.2028E-39
-23.160  0.1461E-36  0.3126E-38
-23.140  0.2151E-35  0.4615E-37
-23.120  0.3033E-34  0.6528E-36
-23.100  0.4098E-33  0.8848E-35
-23.080  0.5303E-32  0.1149E-33
-23.060  0.6573E-31  0.1430E-32
-23.040  0.7806E-30  0.1704E-31
-23.020  0.8881E-29  0.1947E-30
-23.000  0.9679E-28  0.2131E-29
-22.980  0.1011E-26  0.2234E-28
-22.960  0.1011E-25  0.2245E-27
-22.940  0.9688E-25  0.2162E-26
-22.920  0.8895E-24  0.1995E-25
-22.900  0.7824E-23  0.1764E-24
-22.880  0.6593E-22  0.1495E-23
-22.860  0.5324E-21  0.1214E-22
-22.840  0.4118E-20  0.9451E-22
-22.820  0.3052E-19  0.7050E-21
-22.800  0.2168E-18  0.5040E-20
-22.780  0.1475E-17  0.3454E-19
-22.760  0.9617E-17  0.2269E-18
-22.740  0.6008E-16  0.1428E-17
-22.720  0.3596E-15  0.8621E-17
-22.700  0.2063E-14  0.4988E-16
-22.680  0.1134E-13  0.2767E-15
-22.660  0.5974E-13  0.1471E-14
-22.640  0.3016E-12  0.7503E-14
-22.620  0.1459E-11  0.3668E-13
-22.600  0.6765E-11  0.1720E-12
-22.580  0.3006E-10  0.7732E-12
-22.560  0.1280E-09  0.3334E-11
-22.540  0.5228E-09  0.1379E-10
-22.520  0.2046E-08  0.5471E-10
-22.500  0.7675E-08  0.2082E-09
-22.480  0.2760E-07  0.7603E-09
-22.460  0.9517E-07  0.2664E-08
-22.440  0.3146E-06  0.8956E-08
-22.420  0.9973E-06  0.2890E-07
-22.400  0.3032E-05  0.8954E-07
-22.380  0.8838E-05  0.2663E-06
-22.360  0.2471E-04  0.7605E-06
-22.340  0.6627E-04  0.2086E-05
-22.320  0.1705E-03  0.5496E-05
-22.300  0.4209E-03  0.1391E-04
-22.280  0.9972E-03  0.3386E-04
-22.260  0.2267E-02  0.7920E-04
-22.240  0.4948E-02  0.1782E-03
-22.220  0.1037E-01  0.3856E-03
-22.200  0.2087E-01  0.8030E-03
-22.180  0.4035E-01  0.1610E-02
-22.160  0.7497E-01  0.3109E-02
-22.140  0.1339E+00  0.5787E-02
-22.120  0.2300E+00  0.1039E-01
-22.100  0.3799E+00  0.1799E-01
-22.080  0.6043E+00  0.3007E-01
-22.060  0.9257E+00  0.4859E-01
-22.040  0.1367E+01  0.7592E-01
-22.020  0.1947E+01  0.1149E+00
-22.000  0.2676E+01  0.1684E+00
-21.980  0.3557E+01  0.2395E+00
-21.960  0.4573E+01  0.3310E+00
-21.940  0.5698E+01  0.4449E+00
-21.920  0.6891E+01  0.5828E+00
-21.900  0.8101E+01  0.7448E+00
-21.880  0.9279E+01  0.9304E+00
-21.860  0.1038E+02  0.1138E+01
-21.840  0.1136E+02  0.1365E+01
-21.820  0.1219E+02  0.1609E+01
-21.800  0.1288E+02  0.1867E+01
-21.780  0.1342E+02  0.2135E+01
-21.760  0.1383E+02  0.2412E+01
-21.740  0.1413E+02  0.2694E+01
-21.720  0.1433E+02  0.2981E+01
-21.700  0.1447E+02  0.3270E+01
-21.680  0.1456E+02  0.3561E+01
-21.660  0.1461E+02  0.3853E+01
-21.640  0.1464E+02  0.4146E+01
-21.620  0.1466E+02  0.4440E+01
-21.600  0.1468E+02  0.4733E+01
-21.580  0.1468E+02  0.5027E+01
-21.560  0.1469E+02  0.5321E+01
-21.540  0.1469E+02  0.5614E+01
-21.520  0.1469E+02  0.5908E+01
-21.500  0.1470E+02  0.6202E+01
-21.480  0.1470E+02  0.6496E+01
-21.460  0.1470E+02  0.6790E+01
-21.440  0.1471E+02  0.7084E+01
-21.420  0.1471E+02  0.7379E+01
-21.400  0.1471E+02  0.7673E+01
-21.380  0.1472E+02  0.7967E+01
-21.360  0.1472E+02  0.8262E+01
-21.340  0.1472E+02  0.8556E+01
-21.320  0.1473E+02  0.8851E+01
-21.300  0.1473E+02  0.9145E+01
-21.280  0.1473E+02  0.9440E+01
-21.260  0.1474E+02  0.9735E+01
-21.240  0.1474E+02  0.1003E+02
-21.220  0.1474E+02  0.1032E+02
-21.200  0.1475E+02  0.1062E+02
-21.180  0.1475E+02  0.1091E+02
-21.160  0.1475E+02  0.1121E+02
-21.140  0.1476E+02  0.1150E+02
-21.120  0.1476E+02  0.1180E+02
-21.100  0.1477E+02  0.1209E+02
-21.080  0.1477E+02  0.1239E+02
-21.060  0.1478E+02  0.1269E+02
-21.040  0.1478E+02  0.1298E+02
-21.020  0.1478E+02  0.1328E+02
-21.000  0.1478E+02  0.1357E+02
-20.980  0.1478E+02  0.1387E+02
-20.960  0.1479E+02  0.1416E+02
-20.940  0.1479E+02  0.1446E+02
-20.920  0.1480E+02  0.1476E+02
-20.900  0.1481E+02  0.1505E+02
-20.880  0.1482E+02  0.1535E+02
-20.860  0.1482E+02  0.1564E+02
-20.840  0.1481E+02  0.1594E+02
-20.820  0.1481E+02  0.1624E+02
-20.800  0.1480E+02  0.1653E+02
-20.780  0.1481E+02  0.1683E+02
-20.760  0.1482E+02  0.1713E+02
-20.740  0.1484E+02  0.1742E+02
-20.720  0.1486E+02  0.1772E+02
-20.700  0.1487E+02  0.1802E+02
-20.680  0.1487E+02  0.1831E+02
-20.660  0.1486E+02  0.1861E+02
-20.640  0.1484E+02  0.1891E+02
-20.620  0.1483E+02  0.1921E+02
-20.600  0.1483E+02  0.1950E+02
-20.580  0.1484E+02  0.1980E+02
-20.560  0.1486E+02  0.2010E+02
-20.540  0.1489E+02  0.2039E+02
-20.520  0.1491E+02  0.2069E+02
-20.500  0.1493E+02  0.2099E+02
-20.480  0.1492E+02  0.2129E+02
-20.460  0.1491E+02  0.2159E+02
-20.440  0.1488E+02  0.2188E+02
-20.420  0.1486E+02  0.2218E+02
-20.400  0.1485E+02  0.2248E+02
-20.380  0.1486E+02  0.2278E+02
-20.360  0.1489E+02  0.2307E+02
-20.340  0.1492E+02  0.2337E+02
-20.320  0.1496E+02  0.2367E+02
-20.300  0.1499E+02  0.2397E+02
-20.280  0.1499E+02  0.2427E+02
-20.260  0.1498E+02  0.2457E+02
-20.240  0.1495E+02  0.2487E+02
-20.220  0.1493E+02  0.2517E+02
-20.200  0.1491E+02  0.2547E+02
-20.180  0.1490E+02  0.2576E+02
-20.160  0.1491E+02  0.2606E+02
-20.140  0.1494E+02  0.2636E+02
-20.120  0.1498E+02  0.2666E+02
-20.100  0.1502E+02  0.2696E+02
-20.080  0.1505E+02  0.2726E+02
-20.060  0.1507E+02  0.2756E+02
-20.040  0.1507E+02  0.2786E+02
-20.020  0.1505E+02  0.2817E+02
-20.000  0.1503E+02  0.2847E+02
-19.980  0.1499E+02  0.2877E+02
-19.960  0.1497E+02  0.2907E+02
-19.940  0.1495E+02  0.2936E+02
-19.920  0.1496E+02  0.2966E+02
-19.900  0.1497E+02  0.2996E+02
-19.880  0.1501E+02  0.3026E+02
-19.860  0.1505E+02  0.3056E+02
-19.840  0.1509E+02  0.3087E+02
-19.820  0.1513E+02  0.3117E+02
-19.800  0.1515E+02  0.3147E+02
-19.780  0.1515E+02  0.3177E+02
-19.760  0.1514E+02  0.3208E+02
-19.740  0.1511E+02  0.3238E+02
-19.720  0.1507E+02  0.3268E+02
-19.700  0.1502E+02  0.3298E+02
-19.680  0.1499E+02  0.3328E+02
-19.660  0.1497E+02  0.3358E+02
-19.640  0.1498E+02  0.3388E+02
-19.620  0.1502E+02  0.3418E+02
-19.600  0.1509E+02  0.3448E+02
-19.580  0.1517E+02  0.3479E+02
-19.560  0.1525E+02  0.3509E+02
-19.540  0.1530E+02  0.3540E+02
-19.520  0.1532E+02  0.3570E+02
-19.500  0.1529E+02  0.3601E+02
-19.480  0.1522E+02  0.3631E+02
-19.460  0.1513E+02  0.3662E+02
-19.440  0.1503E+02  0.3692E+02
-19.420  0.1496E+02  0.3722E+02
-19.400  0.1493E+02  0.3751E+02
-19.380  0.1496E+02  0.3781E+02
-19.360  0.1504E+02  0.3811E+02
-19.340  0.1515E+02  0.3842E+02
-19.320  0.1528E+02  0.3872E+02
-19.300  0.1539E+02  0.3903E+02
-19.280  0.1546E+02  0.3934E+02
-19.260  0.1548E+02  0.3965E+02
-19.240  0.1545E+02  0.3996E+02
-19.220  0.1537E+02  0.4027E+02
-19.200  0.1525E+02  0.4057E+02
-19.180  0.1513E+02  0.4087E+02
-19.160  0.1502E+02  0.4117E+02
-19.140  0.1495E+02  0.4147E+02
-19.120  0.1494E+02  0.4177E+02
-19.100  0.1500E+02  0.4207E+02
-19.080  0.1512E+02  0.4237E+02
-19.060  0.1527E+02  0.4268E+02
-19.040  0.1544E+02  0.4299E+02
-19.020  0.1558E+02  0.4330E+02
-19.000  0.1567E+02  0.4361E+02
-18.980  0.1568E+02  0.4393E+02
-18.960  0.1562E+02  0.4424E+02
-18.940  0.1548E+02  0.4455E+02
-18.920  0.1531E+02  0.4486E+02
-18.900  0.1514E+02  0.4516E+02
-18.880  0.1502E+02  0.4546E+02
-18.860  0.1496E+02  0.4576E+02
-18.840  0.1498E+02  0.4606E+02
-18.820  0.1509E+02  0.4636E+02
-18.800  0.1525E+02  0.4666E+02
-18.780  0.1543E+02  0.4697E+02
-18.760  0.1560E+02  0.4728E+02
-18.740  0.1573E+02  0.4760E+02
-18.720  0.1579E+02  0.4791E+02
-18.700  0.1578E+02  0.4823E+02
-18.680  0.1571E+02  0.4854E+02
-18.660  0.1559E+02  0.4886E+02
-18.640  0.1546E+02  0.4917E+02
-18.620  0.1533E+02  0.4947E+02
-18.600  0.1524E+02  0.4978E+02
-18.580  0.1518E+02  0.5008E+02
-18.560  0.1517E+02  0.5038E+02
-18.540  0.1521E+02  0.5069E+02
-18.520  0.1529E+02  0.5099E+02
-18.500  0.1540E+02  0.5130E+02
-18.480  0.1553E+02  0.5161E+02
-18.460  0.1566E+02  0.5193E+02
-18.440  0.1577E+02  0.5224E+02
-18.420  0.1585E+02  0.5256E+02
-18.400  0.1588E+02  0.5288E+02
-18.380  0.1585E+02  0.5319E+02
-18.360  0.1578E+02  0.5351E+02
-18.340  0.1567E+02  0.5382E+02
-18.320  0.1555E+02  0.5413E+02
-18.300  0.1545E+02  0.5444E+02
-18.280  0.1537E+02  0.5475E+02
-18.260  0.1535E+02  0.5506E+02
-18.240  0.1538E+02  0.5536E+02
-18.220  0.1546E+02  0.5567E+02
-18.200  0.1556E+02  0.5598E+02
-18.180  0.1567E+02  0.5630E+02
-18.160  0.1576E+02  0.5661E+02
-18.140  0.1584E+02  0.5693E+02
-18.120  0.1588E+02  0.5725E+02
-18.100  0.1589E+02  0.5757E+02
-18.080  0.1589E+02  0.5788E+02
-18.060  0.1588E+02  0.5820E+02
-18.040  0.1588E+02  0.5852E+02
-18.020  0.1588E+02  0.5884E+02
-18.000  0.1588E+02  0.5915E+02
-17.980  0.1588E+02  0.5947E+02
-17.960  0.1586E+02  0.5979E+02
-17.940  0.1582E+02  0.6010E+02
-17.920  0.1576E+02  0.6042E+02
-17.900  0.1570E+02  0.6073E+02
-17.880  0.1564E+02  0.6105E+02
-17.860  0.1562E+02  0.6136E+02
-17.840  0.1564E+02  0.6167E+02
-17.820  0.1573E+02  0.6199E+02
-17.800  0.1586E+02  0.6230E+02
-17.780  0.1602E+02  0.6262E+02
-17.760  0.1620E+02  0.6295E+02
-17.740  0.1635E+02  0.6327E+02
-17.720  0.1645E+02  0.6360E+02
-17.700  0.1648E+02  0.6393E+02
-17.680  0.1645E+02  0.6426E+02
-17.660  0.1635E+02  0.6459E+02
-17.640  0.1622E+02  0.6491E+02
-17.620  0.1607E+02  0.6524E+02
-17.600  0.1593E+02  0.6555E+02
-17.580  0.1583E+02  0.6587E+02
-17.560  0.1578E+02  0.6619E+02
-17.540  0.1579E+02  0.6650E+02
-17.520  0.1586E+02  0.6682E+02
-17.500  0.1598E+02  0.6714E+02
-17.480  0.1614E+02  0.6746E+02
-17.460  0.1633E+02  0.6779E+02
-17.440  0.1653E+02  0.6812E+02
-17.420  0.1671E+02  0.6845E+02
-17.400  0.1687E+02  0.6879E+02
-17.380  0.1698E+02  0.6913E+02
-17.360  0.1704E+02  0.6947E+02
-17.340  0.1703E+02  0.6981E+02
-17.320  0.1695E+02  0.7015E+02
-17.300  0.1680E+02  0.7049E+02
-17.280  0.1662E+02  0.7082E+02
-17.260  0.1643E+02  0.7115E+02
-17.240  0.1626E+02  0.7147E+02
-17.220  0.1616E+02  0.7180E+02
-17.200  0.1615E+02  0.7212E+02
-17.180  0.1626E+02  0.7244E+02
-17.160  0.1649E+02  0.7277E+02
-17.140  0.1680E+02  0.7311E+02
-17.120  0.1717E+02  0.7345E+02
-17.100  0.1754E+02  0.7380E+02
-17.080  0.1785E+02  0.7416E+02
-17.060  0.1806E+02  0.7452E+02
-17.040  0.1816E+02  0.7489E+02
-17.020  0.1815E+02  0.7525E+02
-17.000  0.1804E+02  0.7561E+02
-16.980  0.1789E+02  0.7597E+02
-16.960  0.1774E+02  0.7632E+02
-16.940  0.1765E+02  0.7667E+02
-16.920  0.1764E+02  0.7703E+02
-16.900  0.1775E+02  0.7738E+02
-16.880  0.1797E+02  0.7774E+02
-16.860  0.1828E+02  0.7811E+02
-16.840  0.1867E+02  0.7848E+02
-16.820  0.1912E+02  0.7886E+02
-16.800  0.1960E+02  0.7926E+02
-16.780  0.2010E+02  0.7966E+02
-16.760  0.2060E+02  0.8007E+02
-16.740  0.2107E+02  0.8049E+02
-16.720  0.2151E+02  0.8092E+02
-16.700  0.2186E+02  0.8136E+02
-16.680  0.2210E+02  0.8180E+02
-16.660  0.2218E+02  0.8224E+02
-16.640  0.2208E+02  0.8269E+02
-16.620  0.2178E+02  0.8312E+02
-16.600  0.2130E+02  0.8355E+02
-16.580  0.2065E+02  0.8396E+02
-16.560  0.1989E+02  0.8436E+02
-16.540  0.1907E+02  0.8474E+02
-16.520  0.1826E+02  0.8510E+02
-16.500  0.1751E+02  0.8545E+02
-16.480  0.1684E+02  0.8579E+02
-16.460  0.1627E+02  0.8612E+02
-16.440  0.1581E+02  0.8643E+02
-16.420  0.1543E+02  0.8674E+02
-16.400  0.1510E+02  0.8704E+02
-16.380  0.1480E+02  0.8734E+02
-16.360  0.1449E+02  0.8763E+02
-16.340  0.1415E+02  0.8791E+02
-16.320  0.1376E+02  0.8819E+02
-16.300  0.1331E+02  0.8845E+02
-16.280  0.1280E+02  0.8871E+02
-16.260  0.1225E+02  0.8896E+02
-16.240  0.1168E+02  0.8919E+02
-16.220  0.1112E+02  0.8941E+02
-16.200  0.1061E+02  0.8962E+02
-16.180  0.1019E+02  0.8983E+02
-16.160  0.9869E+01  0.9002E+02
-16.140  0.9666E+01  0.9022E+02
-16.120  0.9573E+01  0.9041E+02
-16.100  0.9567E+01  0.9060E+02
-16.080  0.9612E+01  0.9079E+02
-16.060  0.9662E+01  0.9099E+02
-16.040  0.9672E+01  0.9118E+02
-16.020  0.9605E+01  0.9137E+02
-16.000  0.9439E+01  0.9156E+02
-15.980  0.9167E+01  0.9174E+02
-15.960  0.8805E+01  0.9192E+02
-15.940  0.8381E+01  0.9209E+02
-15.920  0.7936E+01  0.9225E+02
-15.900  0.7510E+01  0.9240E+02
-15.880  0.7143E+01  0.9254E+02
-15.860  0.6863E+01  0.9268E+02
-15.840  0.6690E+01  0.9281E+02
-15.820  0.6632E+01  0.9294E+02
-15.800  0.6687E+01  0.9308E+02
-15.780  0.6850E+01  0.9321E+02
-15.760  0.7111E+01  0.9336E+02
-15.740  0.7458E+01  0.9351E+02
-15.720  0.7882E+01  0.9366E+02
-15.700  0.8371E+01  0.9383E+02
-15.680  0.8915E+01  0.9401E+02
-15.660  0.9500E+01  0.9420E+02
-15.640  0.1011E+02  0.9440E+02
-15.620  0.1074E+02  0.9462E+02
-15.600  0.1136E+02  0.9484E+02
-15.580  0.1197E+02  0.9508E+02
-15.560  0.1255E+02  0.9533E+02
-15.540  0.1310E+02  0.9560E+02
-15.520  0.1362E+02  0.9587E+02
-15.500  0.1410E+02  0.9615E+02
-15.480  0.1454E+02  0.9644E+02
-15.460  0.1494E+02  0.9674E+02
-15.440  0.1529E+02  0.9704E+02
-15.420  0.1558E+02  0.9736E+02
-15.400  0.1581E+02  0.9767E+02
-15.380  0.1596E+02  0.9799E+02
-15.360  0.1604E+02  0.9831E+02
-15.340  0.1604E+02  0.9863E+02
-15.320  0.1597E+02  0.9895E+02
-15.300  0.1585E+02  0.9927E+02
-15.280  0.1570E+02  0.9958E+02
-15.260  0.1556E+02  0.9990E+02
-15.240  0.1544E+02  0.1002E+03
-15.220  0.1538E+02  0.1005E+03
-15.200  0.1539E+02  0.1008E+03
-15.180  0.1546E+02  0.1011E+03
-15.160  0.1559E+02  0.1014E+03
-15.140  0.1575E+02  0.1018E+03
-15.120  0.1592E+02  0.1021E+03
-15.100  0.1607E+02  0.1024E+03
-15.080  0.1620E+02  0.1027E+03
-15.060  0.1630E+02  0.1030E+03
-15.040  0.1637E+02  0.1034E+03
-15.020  0.1643E+02  0.1037E+03
-15.000  0.1649E+02  0.1040E+03
-14.980  0.1656E+02  0.1044E+03
-14.960  0.1666E+02  0.1047E+03
-14.940  0.1683E+02  0.1050E+03
-14.920  0.1707E+02  0.1054E+03
-14.900  0.1740E+02  0.1057E+03
-14.880  0.1785E+02  0.1061E+03
-14.860  0.1841E+02  0.1064E+03
-14.840  0.1906E+02  0.1068E+03
-14.820  0.1977E+02  0.1072E+03
-14.800  0.2049E+02  0.1076E+03
-14.780  0.2116E+02  0.1081E+03
-14.760  0.2173E+02  0.1085E+03
-14.740  0.2215E+02  0.1089E+03
-14.720  0.2239E+02  0.1094E+03
-14.700  0.2244E+02  0.1098E+03
-14.680  0.2231E+02  0.1103E+03
-14.660  0.2204E+02  0.1107E+03
-14.640  0.2165E+02  0.1112E+03
-14.620  0.2119E+02  0.1116E+03
-14.600  0.2071E+02  0.1120E+03
-14.580  0.2023E+02  0.1124E+03
-14.560  0.1978E+02  0.1128E+03
-14.540  0.1940E+02  0.1132E+03
-14.520  0.1908E+02  0.1136E+03
-14.500  0.1884E+02  0.1139E+03
-14.480  0.1868E+02  0.1143E+03
-14.460  0.1858E+02  0.1147E+03
-14.440  0.1854E+02  0.1151E+03
-14.420  0.1853E+02  0.1154E+03
-14.400  0.1852E+02  0.1158E+03
-14.380  0.1848E+02  0.1162E+03
-14.360  0.1840E+02  0.1165E+03
-14.340  0.1825E+02  0.1169E+03
-14.320  0.1803E+02  0.1173E+03
-14.300  0.1775E+02  0.1176E+03
-14.280  0.1743E+02  0.1180E+03
-14.260  0.1710E+02  0.1183E+03
-14.240  0.1679E+02  0.1186E+03
-14.220  0.1652E+02  0.1190E+03
-14.200  0.1632E+02  0.1193E+03
-14.180  0.1620E+02  0.1196E+03
-14.160  0.1615E+02  0.1199E+03
-14.140  0.1616E+02  0.1203E+03
-14.120  0.1621E+02  0.1206E+03
-14.100  0.1628E+02  0.1209E+03
-14.080  0.1634E+02  0.1212E+03
-14.060  0.1639E+02  0.1216E+03
-14.040  0.1641E+02  0.1219E+03
-14.020  0.1639E+02  0.1222E+03
-14.000  0.1633E+02  0.1226E+03
-13.980  0.1625E+02  0.1229E+03
-13.960  0.1614E+02  0.1232E+03
-13.940  0.1600E+02  0.1235E+03
-13.920  0.1583E+02  0.1238E+03
-13.900  0.1565E+02  0.1241E+03
-13.880  0.1545E+02  0.1245E+03
-13.860  0.1524E+02  0.1248E+03
-13.840  0.1503E+02  0.1251E+03
-13.820  0.1484E+02  0.1254E+03
-13.800  0.1467E+02  0.1257E+03
-13.780  0.1456E+02  0.1259E+03
-13.760  0.1449E+02  0.1262E+03
-13.740  0.1449E+02  0.1265E+03
-13.720  0.1454E+02  0.1268E+03
-13.700  0.1464E+02  0.1271E+03
-13.680  0.1477E+02  0.1274E+03
-13.660  0.1492E+02  0.1277E+03
-13.640  0.1505E+02  0.1280E+03
-13.620  0.1514E+02  0.1283E+03
-13.600  0.1517E+02  0.1286E+03
-13.580  0.1513E+02  0.1289E+03
-13.560  0.1500E+02  0.1292E+03
-13.540  0.1479E+02  0.1295E+03
-13.520  0.1452E+02  0.1298E+03
-13.500  0.1420E+02  0.1301E+03
-13.480  0.1388E+02  0.1304E+03
-13.460  0.1357E+02  0.1306E+03
-13.440  0.1333E+02  0.1309E+03
-13.420  0.1317E+02  0.1312E+03
-13.400  0.1311E+02  0.1314E+03
-13.380  0.1315E+02  0.1317E+03
-13.360  0.1328E+02  0.1320E+03
-13.340  0.1346E+02  0.1322E+03
-13.320  0.1367E+02  0.1325E+03
-13.300  0.1387E+02  0.1328E+03
-13.280  0.1404E+02  0.1331E+03
-13.260  0.1414E+02  0.1333E+03
-13.240  0.1417E+02  0.1336E+03
-13.220  0.1413E+02  0.1339E+03
-13.200  0.1401E+02  0.1342E+03
-13.180  0.1384E+02  0.1345E+03
-13.160  0.1363E+02  0.1347E+03
-13.140  0.1342E+02  0.1350E+03
-13.120  0.1322E+02  0.1353E+03
-13.100  0.1307E+02  0.1355E+03
-13.080  0.1299E+02  0.1358E+03
-13.060  0.1301E+02  0.1360E+03
-13.040  0.1314E+02  0.1363E+03
-13.020  0.1337E+02  0.1366E+03
-13.000  0.1371E+02  0.1368E+03
-12.980  0.1413E+02  0.1371E+03
-12.960  0.1461E+02  0.1374E+03
-12.940  0.1510E+02  0.1377E+03
-12.920  0.1558E+02  0.1380E+03
-12.900  0.1602E+02  0.1384E+03
-12.880  0.1639E+02  0.1387E+03
-12.860  0.1670E+02  0.1390E+03
-12.840  0.1694E+02  0.1394E+03
-12.820  0.1710E+02  0.1397E+03
-12.800  0.1720E+02  0.1400E+03
-12.780  0.1725E+02  0.1404E+03
-12.760  0.1725E+02  0.1407E+03
-12.740  0.1722E+02  0.1411E+03
-12.720  0.1715E+02  0.1414E+03
-12.700  0.1707E+02  0.1418E+03
-12.680  0.1698E+02  0.1421E+03
-12.660  0.1690E+02  0.1424E+03
-12.640  0.1685E+02  0.1428E+03
-12.620  0.1682E+02  0.1431E+03
-12.600  0.1683E+02  0.1434E+03
-12.580  0.1687E+02  0.1438E+03
-12.560  0.1694E+02  0.1441E+03
-12.540  0.1702E+02  0.1445E+03
-12.520  0.1710E+02  0.1448E+03
-12.500  0.1719E+02  0.1452E+03
-12.480  0.1729E+02  0.1455E+03
-12.460  0.1739E+02  0.1458E+03
-12.440  0.1752E+02  0.1462E+03
-12.420  0.1766E+02  0.1465E+03
-12.400  0.1780E+02  0.1469E+03
-12.380  0.1793E+02  0.1473E+03
-12.360  0.1804E+02  0.1476E+03
-12.340  0.1809E+02  0.1480E+03
-12.320  0.1808E+02  0.1483E+03
-12.300  0.1799E+02  0.1487E+03
-12.280  0.1782E+02  0.1491E+03
-12.260  0.1761E+02  0.1494E+03
-12.240  0.1736E+02  0.1498E+03
-12.220  0.1710E+02  0.1501E+03
-12.200  0.1689E+02  0.1504E+03
-12.180  0.1673E+02  0.1508E+03
-12.160  0.1667E+02  0.1511E+03
-12.140  0.1671E+02  0.1514E+03
-12.120  0.1686E+02  0.1518E+03
-12.100  0.1711E+02  0.1521E+03
-12.080  0.1743E+02  0.1525E+03
-12.060  0.1780E+02  0.1528E+03
-12.040  0.1819E+02  0.1532E+03
-12.020  0.1854E+02  0.1536E+03
-12.000  0.1882E+02  0.1539E+03
-11.980  0.1900E+02  0.1543E+03
-11.960  0.1907E+02  0.1547E+03
-11.940  0.1900E+02  0.1551E+03
-11.920  0.1881E+02  0.1555E+03
-11.900  0.1853E+02  0.1558E+03
-11.880  0.1817E+02  0.1562E+03
-11.860  0.1779E+02  0.1565E+03
-11.840  0.1742E+02  0.1569E+03
-11.820  0.1711E+02  0.1572E+03
-11.800  0.1689E+02  0.1576E+03
-11.780  0.1679E+02  0.1579E+03
-11.760  0.1681E+02  0.1582E+03
-11.740  0.1694E+02  0.1586E+03
-11.720  0.1719E+02  0.1589E+03
-11.700  0.1753E+02  0.1593E+03
-11.680  0.1793E+02  0.1596E+03
-11.660  0.1837E+02  0.1600E+03
-11.640  0.1882E+02  0.1604E+03
-11.620  0.1924E+02  0.1608E+03
-11.600  0.1959E+02  0.1612E+03
-11.580  0.1984E+02  0.1616E+03
-11.560  0.1995E+02  0.1620E+03
-11.540  0.1990E+02  0.1624E+03
-11.520  0.1967E+02  0.1627E+03
-11.500  0.1929E+02  0.1631E+03
-11.480  0.1879E+02  0.1635E+03
-11.460  0.1822E+02  0.1639E+03
-11.440  0.1767E+02  0.1642E+03
-11.420  0.1720E+02  0.1646E+03
-11.400  0.1688E+02  0.1649E+03
-11.380  0.1676E+02  0.1652E+03
-11.360  0.1684E+02  0.1656E+03
-11.340  0.1714E+02  0.1659E+03
-11.320  0.1760E+02  0.1663E+03
-11.300  0.1818E+02  0.1666E+03
-11.280  0.1881E+02  0.1670E+03
-11.260  0.1944E+02  0.1674E+03
-11.240  0.2000E+02  0.1678E+03
-11.220  0.2043E+02  0.1682E+03
-11.200  0.2071E+02  0.1686E+03
-11.180  0.2080E+02  0.1690E+03
-11.160  0.2070E+02  0.1695E+03
-11.140  0.2042E+02  0.1699E+03
-11.120  0.2000E+02  0.1703E+03
-11.100  0.1949E+02  0.1707E+03
-11.080  0.1895E+02  0.1710E+03
-11.060  0.1843E+02  0.1714E+03
-11.040  0.1801E+02  0.1718E+03
-11.020  0.1773E+02  0.1721E+03
-11.000  0.1762E+02  0.1725E+03
-10.980  0.1768E+02  0.1728E+03
-10.960  0.1789E+02  0.1732E+03
-10.940  0.1822E+02  0.1735E+03
-10.920  0.1864E+02  0.1739E+03
-10.900  0.1912E+02  0.1743E+03
-10.880  0.1960E+02  0.1747E+03
-10.860  0.2008E+02  0.1751E+03
-10.840  0.2052E+02  0.1755E+03
-10.820  0.2090E+02  0.1759E+03
-10.800  0.2120E+02  0.1763E+03
-10.780  0.2139E+02  0.1768E+03
-10.760  0.2144E+02  0.1772E+03
-10.740  0.2132E+02  0.1776E+03
-10.720  0.2105E+02  0.1780E+03
-10.700  0.2062E+02  0.1785E+03
-10.680  0.2009E+02  0.1789E+03
-10.660  0.1951E+02  0.1793E+03
-10.640  0.1897E+02  0.1796E+03
-10.620  0.1853E+02  0.1800E+03
-10.600  0.1827E+02  0.1804E+03
-10.580  0.1823E+02  0.1807E+03
-10.560  0.1841E+02  0.1811E+03
-10.540  0.1879E+02  0.1815E+03
-10.520  0.1934E+02  0.1819E+03
-10.500  0.2000E+02  0.1823E+03
-10.480  0.2068E+02  0.1827E+03
-10.460  0.2134E+02  0.1831E+03
-10.440  0.2190E+02  0.1835E+03
-10.420  0.2232E+02  0.1840E+03
-10.400  0.2258E+02  0.1844E+03
-10.380  0.2265E+02  0.1849E+03
-10.360  0.2254E+02  0.1853E+03
-10.340  0.2225E+02  0.1858E+03
-10.320  0.2183E+02  0.1862E+03
-10.300  0.2131E+02  0.1867E+03
-10.280  0.2076E+02  0.1871E+03
-10.260  0.2025E+02  0.1875E+03
-10.240  0.1984E+02  0.1879E+03
-10.220  0.1960E+02  0.1883E+03
