# E (eV)  pdos(E) 
  -13.673999786   30.087774277
  -13.654000282   29.488298416
  -13.633999825   28.825773239
  -13.614000320   28.152025223
  -13.593999863   27.527193069
  -13.574000359   26.986110687
  -13.553999901   26.595207214
  -13.534000397   26.401815414
  -13.513999939   26.442228317
  -13.494000435   26.728000641
  -13.473999977   27.239271164
  -13.454000473   28.006601334
  -13.434000015   28.845588684
  -13.413999557   29.805456161
  -13.394000053   30.769388199
  -13.373999596   31.659732819
  -13.354000092   32.385860443
  -13.333999634   32.925804138
  -13.314000130   33.245075226
  -13.293999672   33.412418365
  -13.274000168   33.413917542
  -13.253999710   33.312309265
  -13.234000206   33.152931213
  -13.213999748   32.989421844
  -13.194000244   32.879390717
  -13.173999786   32.831581116
  -13.154000282   32.875602722
  -13.133999825   33.003414154
  -13.114000320   33.198814392
  -13.093999863   33.433498383
  -13.074000359   33.703895569
  -13.053999901   33.962398529
  -13.034000397   34.232109070
  -13.013999939   34.463504791
  -12.994000435   34.657310486
  -12.973999977   34.817501068
  -12.954000473   34.910594940
  -12.934000015   34.936008453
  -12.913999557   34.882392883
  -12.894000053   34.729988098
  -12.873999596   34.501876831
  -12.854000092   34.181766510
  -12.833999634   33.811378479
  -12.814000130   33.413990021
  -12.793999672   33.018424988
  -12.774000168   32.687725067
  -12.753999710   32.436527252
  -12.734000206   32.306690216
  -12.713999748   32.340229034
  -12.694000244   32.526897430
  -12.673999786   32.914112091
  -12.654000282   33.467605591
  -12.633999825   34.199516296
  -12.614000320   35.078590393
  -12.593999863   36.090106964
  -12.574000359   37.166412354
  -12.553999901   38.298404694
  -12.534000397   39.374427795
  -12.513999939   40.353794098
  -12.494000435   41.156791687
  -12.473999977   41.693187714
  -12.454000473   41.928989410
  -12.434000015   41.822593689
  -12.413999557   41.402404785
  -12.394000053   40.654499054
  -12.373999596   39.612224579
  -12.354000092   38.379589081
  -12.333999634   36.992996216
  -12.314000130   35.536502838
  -12.293999672   34.077186584
  -12.274000168   32.706295013
  -12.253999710   31.483001709
  -12.234000206   30.480579376
  -12.213999748   29.751209259
  -12.194000244   29.381986618
  -12.173999786   29.372093201
  -12.154000282   29.755800247
  -12.133999825   30.513666153
  -12.114000320   31.630977631
  -12.093999863   33.036365509
  -12.074000359   34.666599274
  -12.053999901   36.414131165
  -12.034000397   38.188545227
  -12.013999939   39.869400024
  -11.994000435   41.380096436
  -11.973999977   42.650466919
  -11.954000473   43.604221344
  -11.934000015   44.218692780
  -11.913999557   44.514190674
  -11.894000053   44.481605530
  -11.873999596   44.197216034
  -11.854000092   43.671401978
  -11.833999634   42.975906372
  -11.814000130   42.150775909
  -11.793999672   41.234397888
  -11.774000168   40.275413513
  -11.753999710   39.277809143
  -11.734000206   38.255016327
  -11.713999748   37.238628387
  -11.694000244   36.229999542
  -11.673999786   35.240299225
  -11.654000282   34.324085236
  -11.633999825   33.501586914
  -11.614000320   32.804183960
  -11.593999863   32.292572021
  -11.574000359   32.008174896
  -11.553999901   31.988267899
  -11.534000397   32.265594482
  -11.513999939   32.869865417
  -11.494000435   33.773380280
  -11.473999977   34.997779846
  -11.454000473   36.494838715
  -11.434000015   38.210418701
  -11.413999557   40.081821442
  -11.394000053   42.027812958
  -11.373999596   43.957931519
  -11.354000092   45.752285004
  -11.333999634   47.324390411
  -11.314000130   48.578716278
  -11.293999672   49.459320068
  -11.274000168   49.897102356
  -11.253999710   49.907798767
  -11.234000206   49.487735748
  -11.213999748   48.673912048
  -11.194000244   47.519401550
  -11.173999786   46.103912354
  -11.154000282   44.457912445
  -11.133999825   42.668006897
  -11.114000320   40.798694611
  -11.093999863   38.956592560
  -11.074000359   37.212203979
  -11.053999901   35.691001892
  -11.034000397   34.490875244
  -11.013999939   33.729694366
  -10.994000435   33.471397400
  -10.973999977   33.779083252
  -10.954000473   34.654724121
  -10.934000015   36.039184570
  -10.913999557   37.860504150
  -10.894000053   39.986865997
  -10.873999596   42.266391754
  -10.854000092   44.531867981
  -10.833999634   46.633529663
  -10.814000130   48.439620972
  -10.793999672   49.836437225
  -10.774000168   50.766036987
  -10.753999710   51.206199646
  -10.734000206   51.181594849
  -10.713999748   50.782913208
  -10.694000244   50.112426758
  -10.673999786   49.318714142
  -10.654000282   48.518920898
  -10.633999825   47.851726532
  -10.614000320   47.387298584
  -10.593999863   47.164009094
  -10.574000359   47.171287537
  -10.553999901   47.328102112
  -10.534000397   47.569770813
  -10.513999939   47.793178558
  -10.494000435   47.922561646
  -10.473999977   47.911373138
  -10.454000473   47.740886688
  -10.434000015   47.462577820
  -10.413999557   47.143867493
  -10.394000053   46.871303558
  -10.373999596   46.726291656
  -10.354000092   46.809776306
  -10.333999634   47.162979126
  -10.314000130   47.806037903
  -10.293999672   48.726078033
  -10.274000168   49.874996185
  -10.253999710   51.163681030
  -10.234000206   52.532699585
  -10.213999748   53.859710693
  -10.194000244   55.070171356
  -10.173999786   56.123012543
  -10.154000282   56.986755371
  -10.133999825   57.637367249
  -10.114000320   58.060283661
  -10.093999863   58.276565552
  -10.074000359   58.297077179
  -10.053999901   58.144794464
  -10.034000397   57.847267151
  -10.013999939   57.448089600
   -9.994000435   57.005981445
   -9.973999977   56.567272186
   -9.954000473   56.210193634
   -9.934000015   55.953292847
   -9.913999557   55.859786987
   -9.894000053   55.950923920
   -9.873999596   56.208927155
   -9.854000092   56.590789795
   -9.833999634   57.075931549
   -9.814000130   57.582969666
   -9.793999672   58.037384033
   -9.774000168   58.366107941
   -9.753999710   58.569675446
   -9.734000206   58.615497589
   -9.713999748   58.556682587
   -9.694000244   58.450382233
   -9.673999786   58.395286560
   -9.654000282   58.452270508
   -9.633999825   58.739574432
   -9.614000320   59.269802094
   -9.593999863   60.064460754
   -9.574000359   61.086498260
   -9.553999901   62.285346985
   -9.534000397   63.582450867
   -9.513999939   64.892715454
   -9.494000435   66.170608521
   -9.473999977   67.353317261
   -9.454000473   68.418472290
   -9.434000015   69.369499207
   -9.413999557   70.203903198
   -9.394000053   70.920967102
   -9.373999596   71.493484497
   -9.354000092   71.902053833
   -9.333999634   72.107948303
   -9.314000130   72.093788147
   -9.293999672   71.843299866
   -9.274000168   71.406112671
   -9.253999710   70.860725403
   -9.234000206   70.325805664
   -9.213999748   69.961181641
   -9.194000244   69.953605652
   -9.173999786   70.425041199
   -9.154000282   71.478698730
   -9.133999825   73.167793274
   -9.114000320   75.457618713
   -9.093999863   78.242645264
   -9.074000359   81.351486206
   -9.053999901   84.571182251
   -9.034000397   87.678260803
   -9.013999939   90.422424316
   -8.994000435   92.579658508
   -8.973999977   93.984054565
   -8.954000473   94.528991699
   -8.934000015   94.144432068
   -8.913999557   92.900352478
   -8.894000053   90.911102295
   -8.873999596   88.340621948
   -8.854000092   85.396408081
   -8.833999634   82.324020386
   -8.814000130   79.310012817
   -8.793999672   76.543571472
   -8.774000168   74.131759644
   -8.753999710   72.119560242
   -8.734000206   70.536781311
   -8.713999748   69.310501099
   -8.694000244   68.377723694
   -8.673999786   67.648651123
   -8.654000282   67.044998169
   -8.633999825   66.488273621
   -8.614000320   65.955551147
   -8.593999863   65.424240112
   -8.574000359   64.866043091
   -8.553999901   64.316520691
   -8.534000397   63.780433655
   -8.513999939   63.288906097
   -8.494000435   62.860420227
   -8.473999977   62.541202545
   -8.454000473   62.338695526
   -8.434000015   62.281513214
   -8.413999557   62.358215332
   -8.394000053   62.548999786
   -8.373999596   62.825801849
   -8.354000092   63.127563477
   -8.333999634   63.399986267
   -8.314000130   63.565105438
   -8.293999672   63.583892822
   -8.274000168   63.401454926
   -8.253999710   63.025871277
   -8.234000206   62.464168549
   -8.213999748   61.727973938
   -8.194000244   60.859519958
   -8.173999786   59.896697998
   -8.154000282   58.881286621
   -8.133999825   57.823173523
   -8.114000320   56.761566162
   -8.093999863   55.718521118
   -8.074000359   54.704158783
   -8.053999901   53.808403015
   -8.034000397   53.024948120
   -8.013999939   52.471935272
   -7.993999958   52.146572113
   -7.973999977   52.064235687
   -7.953999996   52.253799438
   -7.934000015   52.646686554
   -7.914000034   53.174118042
   -7.894000053   53.775688171
   -7.874000072   54.354572296
   -7.854000092   54.849800110
   -7.834000111   55.197002411
   -7.814000130   55.391593933
   -7.794000149   55.445129395
   -7.774000168   55.375438690
   -7.754000187   55.229087830
   -7.734000206   55.030567169
   -7.714000225   54.824405670
   -7.693999767   54.642494202
   -7.673999786   54.482170105
   -7.653999805   54.317443848
   -7.633999825   54.135620117
   -7.613999844   53.884059906
   -7.593999863   53.527339935
   -7.573999882   53.038562775
   -7.553999901   52.416961670
   -7.533999920   51.651554108
   -7.513999939   50.824218750
   -7.493999958   50.001296997
   -7.473999977   49.235134125
   -7.453999996   48.604751587
   -7.434000015   48.160793304
   -7.414000034   47.912281036
   -7.394000053   47.846935272
   -7.374000072   47.966869354
   -7.354000092   48.188396454
   -7.334000111   48.501689911
   -7.314000130   48.884429932
   -7.294000149   49.293506622
   -7.274000168   49.758224487
   -7.254000187   50.295261383
   -7.234000206   50.904067993
   -7.214000225   51.584144592
   -7.193999767   52.322784424
   -7.173999786   53.051132202
   -7.153999805   53.700511932
   -7.133999825   54.168354034
   -7.113999844   54.366950989
   -7.093999863   54.216701508
   -7.073999882   53.668445587
   -7.053999901   52.733196259
   -7.033999920   51.452171326
   -7.013999939   49.947490692
   -6.993999958   48.329917908
   -6.973999977   46.754917145
   -6.953999996   45.375335693
   -6.934000015   44.328094482
   -6.914000034   43.692806244
   -6.894000053   43.533935547
   -6.874000072   43.854671478
   -6.854000092   44.614036560
   -6.834000111   45.720249176
   -6.814000130   47.046722412
   -6.794000149   48.441085815
   -6.774000168   49.725193024
   -6.754000187   50.748340607
   -6.734000206   51.367046356
   -6.714000225   51.509838104
   -6.693999767   51.172508240
   -6.673999786   50.413528442
   -6.653999805   49.355865479
   -6.633999825   48.173171997
   -6.613999844   47.000545502
   -6.593999863   46.008609772
   -6.573999882   45.304740906
   -6.553999901   44.930648804
   -6.533999920   44.891109467
   -6.513999939   45.152580261
   -6.493999958   45.625514984
   -6.473999977   46.221199036
   -6.453999996   46.851127625
   -6.434000015   47.447654724
   -6.414000034   47.910076141
   -6.394000053   48.196712494
   -6.374000072   48.275440216
   -6.354000092   48.128665924
   -6.334000111   47.765659332
   -6.314000130   47.248161316
   -6.294000149   46.617679596
   -6.274000168   45.947216034
   -6.254000187   45.324588776
   -6.234000206   44.776218414
   -6.214000225   44.397792816
   -6.193999767   44.176784515
   -6.173999786   44.125907898
   -6.153999805   44.213424683
   -6.133999825   44.415599823
   -6.113999844   44.693035126
   -6.093999863   44.986713409
   -6.073999882   45.295227051
   -6.053999901   45.573097229
   -6.033999920   45.802635193
   -6.013999939   45.943180084
   -5.993999958   46.025650024
   -5.973999977   46.016109467
   -5.953999996   45.913871765
   -5.934000015   45.727630615
   -5.914000034   45.487655640
   -5.894000053   45.199279785
   -5.874000072   44.926891327
   -5.854000092   44.698947906
   -5.834000111   44.556106567
   -5.814000130   44.545688629
   -5.794000149   44.680690765
   -5.774000168   44.938259125
   -5.754000187   45.283828735
   -5.734000206   45.653598785
   -5.714000225   45.981071472
   -5.693999767   46.164722443
   -5.673999786   46.162220001
   -5.653999805   45.946838379
   -5.633999825   45.521938324
   -5.613999844   44.947242737
   -5.593999863   44.316062927
   -5.573999882   43.707736969
   -5.553999901   43.220123291
   -5.533999920   42.906082153
   -5.513999939   42.812332153
   -5.493999958   42.922191620
   -5.473999977   43.203758240
   -5.453999996   43.603755951
   -5.434000015   44.035667419
   -5.414000034   44.483970642
   -5.394000053   44.874172211
   -5.374000072   45.221729279
   -5.354000092   45.511516571
   -5.334000111   45.766536713
   -5.314000130   45.985919952
   -5.294000149   46.175937653
   -5.274000168   46.310882568
   -5.254000187   46.371967316
   -5.234000206   46.302494049
   -5.214000225   46.080467224
   -5.193999767   45.670948029
   -5.173999786   45.092926025
   -5.153999805   44.356315613
   -5.133999825   43.485050201
   -5.113999844   42.491058350
   -5.093999863   41.427391052
   -5.073999882   40.335983276
   -5.053999901   39.219947815
   -5.033999920   38.090335846
   -5.013999939   36.976211548
   -4.993999958   35.884639740
   -4.973999977   34.814624786
   -4.953999996   33.808219910
   -4.934000015   32.861312866
   -4.914000034   32.012855530
   -4.894000053   31.261796951
   -4.874000072   30.628047943
   -4.854000092   30.093549728
   -4.834000111   29.670217514
   -4.814000130   29.353025436
   -4.794000149   29.121904373
   -4.774000168   28.959848404
   -4.754000187   28.895818710
   -4.734000206   28.903802872
   -4.714000225   29.020776749
   -4.693999767   29.223735809
   -4.673999786   29.555664062
   -4.653999805   29.980548859
   -4.633999825   30.518455505
   -4.613999844   31.168329239
   -4.593999863   31.883218765
   -4.573999882   32.657077789
   -4.553999901   33.444972992
   -4.533999920   34.213878632
   -4.513999939   34.926795959
   -4.493999958   35.574741364
   -4.473999977   36.103656769
   -4.453999996   36.497600555
   -4.434000015   36.759555817
   -4.414000034   36.875530243
   -4.394000053   36.846477509
   -4.374000072   36.675483704
   -4.354000092   36.420524597
   -4.334000111   36.067657471
   -4.314000130   35.706867218
   -4.294000149   35.362205505
   -4.274000168   35.072639465
   -4.254000187   34.901229858
   -4.234000206   34.849906921
